,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
1329,43,unemployed,0,yes,no,cellular,jul,2,-1,unknown,0,-0.083089225,0
2770,31,self-employed,2666,no,no,telephone,jul,2,148,other,1,0.020290075,1
211,37,management,393,yes,no,cellular,aug,2,104,success,0,-0.037168168,0
2062,31,technician,2807,no,no,unknown,nov,1,-1,unknown,0,-0.02813885,1
2430,37,blue-collar,157,yes,no,unknown,may,8,-1,unknown,0,-0.07279823,0
4709,43,services,2145,no,no,cellular,aug,2,95,success,0,-0.030260095,1
7346,49,blue-collar,399,no,no,cellular,jan,1,-1,unknown,0,-0.07907376,0
4197,34,technician,0,yes,no,cellular,aug,2,2,success,0,-0.031578325,1
3177,37,technician,1609,no,yes,unknown,jun,19,-1,unknown,0,-0.0064235916,0
7463,58,housemaid,435,yes,no,telephone,jul,6,-1,unknown,0,-0.021062698,0
7363,85,retired,98,no,no,cellular,apr,1,-1,unknown,0,-0.06949422,1
5218,47,admin,3676,no,no,cellular,jul,2,342,other,0,-0.018886603,1
3111,35,technician,22,no,no,cellular,aug,1,-1,unknown,0,-0.10155719,0
3934,28,technician,100,yes,no,cellular,may,5,-1,unknown,0,-0.089091785,0
4188,37,technician,1762,no,no,cellular,apr,2,-1,unknown,0,-0.10128127,1
474,46,management,2223,no,no,unknown,jun,3,-1,unknown,0,-0.061645806,0
2443,37,services,50,no,no,cellular,nov,1,154,other,0,-0.028501993,0
1709,40,blue-collar,1515,yes,no,cellular,aug,1,-1,unknown,0,-0.07995115,1
7310,60,retired,18967,yes,no,cellular,jan,2,-1,unknown,0,-0.04031801,1
4514,43,technician,994,yes,yes,cellular,may,1,-1,unknown,0,-0.07082478,0
5944,35,management,687,yes,no,unknown,may,2,-1,unknown,0,-0.086528435,0
145,47,technician,321,yes,yes,unknown,jul,1,-1,unknown,0,-0.018656805,0
5792,33,technician,2979,no,no,cellular,aug,2,437,failure,0,-0.023631413,1
2099,42,blue-collar,490,yes,no,unknown,may,2,-1,unknown,0,-0.095064886,0
6265,37,admin,3954,yes,no,cellular,aug,1,117,failure,0,-0.03583687,0
3167,41,management,223,yes,no,unknown,may,1,-1,unknown,0,-0.087200716,0
6655,64,unemployed,588,no,no,cellular,mar,1,-1,unknown,0,-0.04777268,1
1691,55,blue-collar,660,no,no,unknown,jun,1,-1,unknown,0,-0.04943312,0
6147,34,blue-collar,1207,yes,no,unknown,may,1,-1,unknown,0,-0.0806901,1
5945,45,management,2220,yes,no,cellular,jul,2,-1,unknown,0,-0.09425501,0
328,31,management,1812,no,no,cellular,apr,1,-1,unknown,0,-0.0996104,1
1504,33,blue-collar,700,no,no,cellular,apr,1,80,success,0,-0.054432347,1
1390,40,admin,419,yes,yes,cellular,may,1,369,failure,0,-0.002757786,0
3040,77,management,1780,yes,no,cellular,apr,2,182,success,0,-0.008618725,1
5336,40,blue-collar,1841,yes,no,cellular,may,4,-1,unknown,0,-0.0968498,1
536,52,blue-collar,2087,yes,no,cellular,aug,1,474,failure,0,-0.00053303404,1
4942,60,housemaid,0,no,no,telephone,aug,2,181,failure,1,0.023525717,1
3642,29,self-employed,2305,no,no,cellular,may,2,-1,unknown,0,-0.0841836,0
2818,43,technician,4056,no,no,cellular,may,6,89,failure,0,-0.03686533,0
1323,21,blue-collar,2265,no,no,cellular,may,4,99,success,0,-0.044374507,0
4172,34,self-employed,2427,no,no,telephone,aug,3,70,failure,1,0.017733373,0
3243,33,technician,264,no,no,cellular,aug,4,-1,unknown,0,-0.09967148,0
5804,56,management,4623,no,no,cellular,feb,1,192,success,0,-0.043723848,1
1385,27,blue-collar,-208,yes,no,unknown,may,2,-1,unknown,0,-0.08627854,0
796,35,management,3544,yes,no,cellular,jun,1,-1,unknown,0,-0.08137477,1
5092,31,blue-collar,1660,yes,no,cellular,apr,1,-1,unknown,0,-0.083761066,0
3549,32,blue-collar,415,yes,no,unknown,jun,4,-1,unknown,0,-0.039959416,1
123,46,management,624,no,no,cellular,sep,2,183,success,0,-0.046690878,1
2914,42,management,199,yes,no,cellular,jul,1,-1,unknown,0,-0.098117,0
2338,57,blue-collar,807,yes,no,unknown,may,2,-1,unknown,0,-0.081542194,0
3068,51,blue-collar,814,yes,no,cellular,may,8,-1,unknown,0,-0.08040966,0
1782,53,entrepreneur,62,yes,no,unknown,may,5,-1,unknown,0,-0.055001955,1
334,41,self-employed,231,no,no,cellular,aug,2,-1,unknown,0,-0.06933603,1
3073,44,blue-collar,25,yes,no,cellular,may,3,-1,unknown,0,-0.09962907,0
6450,30,unemployed,1159,no,no,cellular,aug,1,68,success,0,-0.031949744,0
6235,37,admin,309,yes,no,cellular,may,3,-1,unknown,0,-0.10816938,0
4097,44,management,22,yes,no,cellular,aug,2,-1,unknown,0,-0.10225361,0
2483,47,technician,293,no,no,cellular,jun,1,90,success,0,-0.051872257,1
2946,37,technician,228,yes,no,cellular,aug,2,-1,unknown,0,-0.09216956,0
2475,33,blue-collar,312,yes,no,unknown,jun,2,-1,unknown,0,-0.056943152,0
4679,39,management,1968,no,no,cellular,nov,1,-1,unknown,0,-0.09266677,1
4455,36,services,0,yes,no,cellular,may,1,-1,unknown,0,-0.10362062,0
5619,45,management,854,no,yes,cellular,jul,1,-1,unknown,0,-0.07476384,1
6558,36,blue-collar,1797,yes,yes,cellular,nov,1,181,failure,0,-0.011598538,0
6320,56,management,310,no,no,unknown,jun,4,-1,unknown,0,-0.05305245,0
7428,49,services,947,no,no,unknown,jun,2,-1,unknown,0,-0.03959149,1
1486,57,technician,470,no,no,cellular,aug,3,-1,unknown,0,-0.09030343,1
7619,24,management,736,yes,no,cellular,apr,2,246,other,0,-0.019209664,1
5439,37,management,6014,yes,no,cellular,jul,6,-1,unknown,0,-0.07540045,0
2622,36,admin,437,yes,no,cellular,may,2,344,success,0,-0.040319286,1
5235,53,unemployed,587,no,no,cellular,nov,1,-1,unknown,0,-0.06624041,1
1100,53,services,367,yes,yes,cellular,jan,1,261,failure,1,0.002638809,0
2628,36,blue-collar,3463,yes,no,telephone,nov,4,-1,unknown,0,-0.015931211,0
6843,38,housemaid,70,no,no,cellular,jan,4,92,success,0,-0.019801276,1
469,42,management,0,no,no,cellular,aug,3,-1,unknown,0,-0.10664675,0
7181,41,blue-collar,3851,no,no,cellular,nov,1,-1,unknown,0,-0.07594977,0
2088,48,admin,-30,yes,no,cellular,may,1,-1,unknown,0,-0.10343119,0
3603,52,technician,204,no,no,cellular,aug,2,-1,unknown,0,-0.10201321,0
2975,59,housemaid,0,no,no,cellular,apr,1,332,other,0,-0.006027009,0
1842,47,blue-collar,4040,no,no,cellular,aug,5,-1,unknown,0,-0.07434597,0
3139,35,blue-collar,51,yes,no,unknown,may,2,-1,unknown,0,-0.09572168,0
5600,31,self-employed,144,yes,no,unknown,may,1,-1,unknown,0,-0.042404693,1
2240,48,blue-collar,1596,yes,no,unknown,may,1,-1,unknown,0,-0.07501743,1
2480,39,services,26,yes,no,cellular,may,3,-1,unknown,0,-0.102959365,0
5285,30,management,5389,no,no,cellular,aug,3,-1,unknown,0,-0.085245416,1
3400,36,housemaid,2880,no,no,unknown,jun,1,-1,unknown,0,-0.055799924,0
1522,54,admin,1693,no,no,cellular,apr,1,87,other,0,-0.037227303,1
1372,32,admin,344,no,no,cellular,may,2,-1,unknown,0,-0.10677341,1
5613,26,blue-collar,396,yes,no,unknown,may,1,-1,unknown,0,-0.0874382,0
2254,46,services,281,yes,yes,cellular,may,1,-1,unknown,0,-0.06891896,0
5476,76,retired,1492,no,no,telephone,nov,1,-1,unknown,0,-0.0073672133,1
6979,33,technician,303,yes,no,cellular,feb,1,301,success,0,-0.038301498,1
4410,27,unknown,1187,no,no,telephone,feb,1,101,failure,1,0.0027887076,1
1715,36,technician,-487,yes,no,cellular,apr,1,-1,unknown,0,-0.09064131,1
6152,36,housemaid,561,no,no,unknown,jun,2,-1,unknown,0,-0.061229188,0
2289,50,management,2910,no,no,telephone,nov,1,113,failure,1,0.022239964,0
2098,57,retired,318,no,no,cellular,aug,4,-1,unknown,0,-0.0801858,0
5996,39,management,378,yes,yes,unknown,may,2,-1,unknown,0,-0.05577272,0
6277,29,admin,265,yes,no,cellular,nov,1,184,failure,0,-0.027884321,1
149,45,admin,0,yes,no,cellular,nov,5,-1,unknown,0,-0.079647936,0
2024,53,technician,480,no,no,unknown,jun,2,-1,unknown,0,-0.05631462,1
2504,27,housemaid,275,yes,no,cellular,may,2,-1,unknown,0,-0.09268089,0
2868,34,management,879,yes,no,cellular,apr,1,344,failure,0,-0.0423406,1
3269,42,blue-collar,-68,yes,yes,unknown,may,1,-1,unknown,0,-0.057331376,0
3097,24,blue-collar,167,no,yes,cellular,feb,2,-1,unknown,0,-0.06876717,1
3008,36,management,490,no,no,cellular,aug,8,98,failure,0,-0.03950179,1
6183,34,blue-collar,405,yes,no,unknown,may,1,-1,unknown,0,-0.095164396,0
3240,65,entrepreneur,2331,no,no,telephone,feb,1,92,success,1,0.022368113,1
2368,42,entrepreneur,0,yes,no,cellular,apr,1,140,failure,0,-0.033654816,1
5537,29,management,5359,no,no,cellular,feb,1,-1,unknown,0,-0.092634946,1
3144,26,blue-collar,184,no,no,cellular,feb,2,6,other,0,-0.03208103,0
6430,43,management,2987,no,no,cellular,jun,1,85,failure,0,-0.037900403,1
2045,34,technician,18777,yes,no,cellular,nov,1,-1,unknown,0,-0.039510872,0
3762,34,services,89,yes,no,cellular,may,4,-1,unknown,0,-0.09877557,1
565,44,blue-collar,1697,yes,no,unknown,jul,2,-1,unknown,0,-0.03288346,1
6262,74,retired,1714,no,no,telephone,feb,1,-1,unknown,0,-0.03248927,1
6639,79,retired,8304,no,no,cellular,dec,2,275,success,1,0.003997827,1
1602,37,admin,3221,no,no,cellular,jun,2,376,other,0,-0.0041382383,1
3366,36,technician,1345,yes,no,cellular,nov,1,172,failure,0,-0.027686354,0
1989,38,entrepreneur,2139,yes,no,unknown,may,1,-1,unknown,0,-0.08395995,0
5511,46,unemployed,2551,no,no,cellular,aug,2,-1,unknown,0,-0.072781146,1
7015,38,technician,1478,no,no,cellular,aug,4,-1,unknown,0,-0.09175659,1
7043,32,services,376,yes,no,unknown,may,2,-1,unknown,0,-0.08717605,0
4910,42,admin,-306,yes,no,cellular,aug,1,459,success,1,0.004072052,1
959,69,retired,324,no,no,cellular,aug,1,189,success,0,-0.029407592,0
4863,27,services,302,no,no,cellular,jul,1,-1,unknown,0,-0.095209725,1
6728,32,housemaid,10,yes,no,unknown,jun,2,-1,unknown,0,-0.05918374,0
2357,33,entrepreneur,1623,yes,no,cellular,sep,3,-1,unknown,0,-0.06707393,1
5555,32,admin,184,yes,no,unknown,may,4,-1,unknown,0,-0.09328459,0
6327,57,retired,466,no,no,cellular,aug,2,-1,unknown,0,-0.086762495,1
6895,35,technician,0,yes,yes,cellular,nov,1,-1,unknown,0,-0.052389823,0
75,50,services,1716,yes,no,cellular,apr,1,-1,unknown,0,-0.07182505,0
3446,35,management,0,no,no,cellular,aug,2,-1,unknown,0,-0.10845835,0
6163,31,technician,15,no,no,unknown,jun,1,-1,unknown,0,-0.07216265,0
6476,39,technician,94,no,no,cellular,aug,2,-1,unknown,0,-0.10472872,0
6884,49,services,202,yes,no,cellular,nov,2,104,failure,0,-0.027478386,1
6754,34,technician,27,yes,no,unknown,may,3,-1,unknown,0,-0.08748589,0
3172,34,blue-collar,2495,yes,no,unknown,may,1,-1,unknown,0,-0.07561462,1
5653,31,self-employed,322,yes,no,unknown,may,1,-1,unknown,0,-0.05244997,0
3870,74,retired,1843,no,no,cellular,sep,2,184,success,0,-0.035105743,1
918,34,blue-collar,243,yes,no,cellular,may,1,-1,unknown,0,-0.10182987,1
4674,39,blue-collar,24277,no,no,cellular,aug,1,-1,unknown,0,-0.06617389,1
4147,57,retired,1532,no,no,telephone,feb,3,-1,unknown,0,-0.03246881,0
278,29,student,5,no,no,cellular,jul,5,-1,unknown,0,-0.05180184,1
3512,46,admin,0,yes,yes,cellular,apr,2,259,failure,0,-0.0031115415,0
2816,37,services,393,yes,yes,cellular,may,1,357,failure,0,-0.005644531,0
7786,41,management,465,yes,no,cellular,jul,1,-1,unknown,0,-0.09615284,1
2962,30,management,-328,yes,no,unknown,may,5,-1,unknown,0,-0.07261381,0
7312,34,management,606,no,no,cellular,apr,1,-1,unknown,0,-0.1015618,1
4599,30,management,1567,yes,no,cellular,aug,4,-1,unknown,0,-0.087218106,1
3946,51,blue-collar,2007,yes,no,cellular,aug,3,-1,unknown,0,-0.070429154,1
3407,35,technician,2201,no,no,telephone,apr,1,-1,unknown,0,-0.037717797,1
3412,22,student,107,no,no,cellular,apr,1,-1,unknown,0,-0.058755457,1
481,35,services,167,no,yes,cellular,jul,2,-1,unknown,0,-0.066881455,1
7202,38,services,6360,no,no,unknown,jun,2,-1,unknown,0,-0.032711904,1
1263,33,services,395,yes,no,cellular,jul,6,-1,unknown,0,-0.081193425,1
935,34,services,2956,no,no,cellular,aug,2,-1,unknown,0,-0.08466727,1
364,33,admin,272,yes,no,cellular,jun,1,237,failure,0,-0.025908472,1
7675,22,student,0,no,no,cellular,feb,6,-1,unknown,0,-0.042568672,1
5556,51,management,119,no,no,unknown,jun,2,-1,unknown,0,-0.062134653,0
6005,45,blue-collar,-311,yes,no,unknown,may,1,-1,unknown,0,-0.07719263,1
4173,53,management,2693,no,no,cellular,mar,1,104,failure,0,-0.033462916,1
3558,77,retired,639,no,no,telephone,apr,7,-1,unknown,0,-0.00548973,0
2783,33,services,187,yes,no,cellular,apr,3,326,failure,0,-0.022611773,0
4852,32,management,282,no,no,cellular,aug,2,-1,unknown,0,-0.106616944,0
1674,44,housemaid,3706,no,no,unknown,jun,3,-1,unknown,0,-0.05298921,0
7365,58,admin,1813,yes,no,telephone,jul,1,-1,unknown,0,-0.035094935,0
1760,48,management,159,no,no,telephone,jul,1,251,success,1,0.007072522,1
4228,31,entrepreneur,159,yes,no,cellular,nov,1,182,failure,0,-0.015908761,0
2405,66,admin,4041,no,no,cellular,jun,2,-1,unknown,0,-0.06973713,1
4216,40,unemployed,1744,yes,no,unknown,may,11,-1,unknown,0,-0.046033543,0
6308,33,management,0,no,no,cellular,aug,4,-1,unknown,0,-0.10534305,0
2681,38,admin,1839,no,no,unknown,may,2,-1,unknown,0,-0.08136097,0
5391,51,retired,746,no,no,cellular,aug,5,-1,unknown,0,-0.08171874,1
4731,41,management,3096,yes,no,cellular,jul,6,-1,unknown,0,-0.08455497,0
5968,44,technician,7863,no,no,cellular,aug,6,-1,unknown,0,-0.075082146,0
2410,33,management,816,yes,no,cellular,oct,2,503,failure,0,-0.01609416,1
6659,26,self-employed,479,yes,no,cellular,feb,3,-1,unknown,0,-0.07100064,0
1806,35,management,146,no,no,cellular,aug,2,-1,unknown,0,-0.103482276,1
2527,39,blue-collar,-119,no,no,unknown,jun,6,-1,unknown,0,-0.04280926,0
3942,32,blue-collar,4996,yes,no,unknown,may,2,-1,unknown,0,-0.08059207,0
7123,31,management,9421,no,no,cellular,nov,1,-1,unknown,0,-0.07771909,1
653,31,unemployed,167,no,no,cellular,nov,1,-1,unknown,0,-0.07227343,0
970,40,admin,274,yes,yes,cellular,jul,4,-1,unknown,0,-0.064448394,0
720,43,blue-collar,377,no,yes,unknown,jun,5,-1,unknown,0,-0.020485071,0
2023,31,unemployed,6,no,no,cellular,jun,4,-1,unknown,0,-0.06745772,1
3664,35,technician,183,no,no,cellular,sep,2,130,failure,0,-0.045437858,0
4474,42,management,441,no,no,cellular,aug,9,-1,unknown,0,-0.09704455,0
7521,42,blue-collar,790,yes,no,unknown,may,2,-1,unknown,0,-0.095064886,0
619,37,management,57,no,no,cellular,apr,2,84,success,0,-0.04603108,0
4566,35,housemaid,113,yes,no,cellular,jul,2,-1,unknown,0,-0.07166266,1
4812,30,admin,4448,no,no,cellular,feb,8,-1,unknown,0,-0.07695186,1
4057,36,unemployed,1291,no,no,cellular,apr,1,86,success,0,-0.04340793,1
753,56,technician,1181,no,no,cellular,jan,1,433,failure,0,-0.012064924,1
4167,26,admin,-122,yes,no,unknown,jun,3,-1,unknown,0,-0.047289558,1
5654,35,technician,204,yes,no,cellular,may,1,-1,unknown,0,-0.09980934,1
1623,47,blue-collar,125,no,no,cellular,jul,2,-1,unknown,0,-0.08702291,0
2,51,admin,3025,no,no,cellular,may,1,352,other,0,-0.030650206,1
6318,60,blue-collar,1310,no,no,unknown,may,2,-1,unknown,0,-0.07067155,0
6654,39,technician,4646,yes,no,cellular,nov,1,-1,unknown,0,-0.06861843,1
6483,33,student,2321,no,no,cellular,apr,2,381,failure,1,0.0011035233,0
2801,44,blue-collar,36,yes,no,unknown,may,1,-1,unknown,0,-0.09522887,0
5730,33,services,406,yes,no,cellular,feb,1,275,failure,0,-0.03800679,0
7614,25,student,10,yes,no,cellular,jul,4,-1,unknown,0,-0.04907753,1
1777,37,technician,1,yes,no,unknown,may,1,-1,unknown,0,-0.075162254,1
1620,42,blue-collar,3,yes,no,unknown,may,1,-1,unknown,0,-0.09554291,0
4885,46,blue-collar,336,yes,no,cellular,aug,3,457,other,1,0.02507068,1
1815,26,student,132,no,no,cellular,oct,1,119,success,1,6.9437956e-05,1
5209,28,blue-collar,431,yes,no,cellular,may,2,363,failure,0,-0.038036395,0
4880,75,retired,358,no,no,cellular,feb,11,-1,unknown,0,-0.06839113,1
4992,33,management,191,no,yes,cellular,feb,4,209,failure,0,-0.00050439965,0
5376,50,management,3537,no,no,unknown,oct,1,-1,unknown,0,-0.030511236,1
4798,33,management,3143,no,no,cellular,jun,2,-1,unknown,0,-0.08852615,1
4940,35,unemployed,1054,yes,yes,cellular,nov,1,-1,unknown,0,-0.050771702,0
2365,32,admin,284,yes,no,cellular,apr,3,-1,unknown,0,-0.08584812,1
3474,30,technician,411,yes,no,cellular,apr,1,-1,unknown,0,-0.08581541,0
3298,57,technician,3043,no,no,cellular,aug,2,-1,unknown,0,-0.09049569,1
5514,54,technician,4582,yes,no,unknown,may,1,-1,unknown,0,-0.06906844,0
3639,43,technician,591,yes,no,cellular,aug,2,-1,unknown,0,-0.089907,0
4756,63,retired,474,no,no,cellular,jan,1,-1,unknown,0,-0.073259614,1
2411,32,technician,765,yes,yes,cellular,apr,2,-1,unknown,0,-0.060922354,1
3101,39,admin,732,no,no,cellular,apr,4,-1,unknown,0,-0.09588875,1
2702,75,retired,6027,no,no,cellular,nov,2,94,failure,0,-0.014853019,1
2507,33,admin,616,no,no,cellular,sep,3,-1,unknown,0,-0.07820451,1
813,42,management,72,yes,no,cellular,apr,2,348,failure,0,-0.03758385,0
823,38,management,613,no,no,cellular,feb,1,-1,unknown,0,-0.10128478,1
4900,40,retired,794,no,no,unknown,may,1,-1,unknown,0,-0.06224163,0
6496,37,admin,192,yes,no,unknown,may,2,-1,unknown,0,-0.09676458,0
1426,27,admin,941,yes,no,cellular,jul,1,-1,unknown,0,-0.094138674,0
7122,50,management,-6,yes,no,unknown,may,2,-1,unknown,0,-0.08331922,0
690,35,technician,1693,yes,no,cellular,feb,1,-1,unknown,0,-0.0932436,1
3480,44,technician,643,no,no,cellular,oct,1,143,failure,0,-0.043379556,1
3301,52,technician,152,no,no,cellular,aug,6,-1,unknown,0,-0.0899277,1
5620,43,blue-collar,3,yes,no,unknown,may,3,-1,unknown,0,-0.078251906,1
734,36,admin,1224,yes,no,cellular,nov,1,374,success,0,-0.017659944,1
4911,50,retired,8648,no,no,cellular,may,3,176,failure,0,-0.03532354,1
6539,34,technician,149,no,no,cellular,aug,2,-1,unknown,0,-0.09923163,1
3374,50,blue-collar,3764,no,no,telephone,sep,2,99,failure,1,0.0074608424,1
4358,37,technician,5115,yes,no,cellular,nov,2,171,failure,0,-0.023219217,1
4663,31,management,0,yes,no,cellular,sep,1,-1,unknown,0,-0.08522499,0
1502,48,blue-collar,418,yes,no,unknown,may,3,-1,unknown,0,-0.090638615,0
7716,77,retired,4659,no,no,cellular,apr,1,-1,unknown,0,-0.07454134,1
5748,33,services,523,yes,no,unknown,may,1,-1,unknown,0,-0.07351326,1
362,48,blue-collar,559,yes,no,unknown,may,2,-1,unknown,0,-0.09139735,0
2438,44,blue-collar,0,no,no,cellular,jul,2,-1,unknown,0,-0.094334565,1
1299,29,blue-collar,-20,no,yes,cellular,jul,1,-1,unknown,0,-0.06444236,1
6706,59,management,81,no,no,cellular,may,1,-1,unknown,0,-0.09723199,0
5844,57,technician,295,no,no,cellular,aug,11,-1,unknown,0,-0.08258623,0
3853,32,technician,1307,yes,no,unknown,may,2,-1,unknown,0,-0.08530239,0
723,41,admin,1020,yes,no,unknown,may,1,-1,unknown,0,-0.08037967,1
376,31,management,0,no,no,cellular,aug,2,-1,unknown,0,-0.106616944,0
4011,39,technician,1587,yes,no,cellular,sep,2,98,success,0,-0.039644565,1
5485,35,technician,0,yes,no,cellular,nov,1,96,success,0,-0.022440974,1
4593,34,blue-collar,113,yes,no,cellular,may,2,-1,unknown,0,-0.1009883,0
6340,41,blue-collar,22,yes,no,unknown,may,1,-1,unknown,0,-0.09612816,0
5253,54,technician,-315,no,yes,cellular,jul,1,-1,unknown,0,-0.06731382,1
3842,46,entrepreneur,0,no,yes,cellular,jul,1,-1,unknown,0,-0.052203123,0
1537,31,admin,-422,yes,no,cellular,may,2,329,other,0,-0.010999775,0
2536,31,unemployed,1489,yes,no,cellular,feb,1,-1,unknown,0,-0.07392313,0
6941,25,services,12,no,no,cellular,jun,6,-1,unknown,0,-0.059275944,1
4331,26,unemployed,111,no,no,cellular,jul,1,-1,unknown,0,-0.084210806,1
2460,37,management,1594,yes,no,cellular,apr,1,260,failure,0,-0.042503387,0
3095,35,blue-collar,13,no,yes,cellular,jul,1,-1,unknown,0,-0.062290344,0
6326,29,blue-collar,1,yes,no,unknown,may,1,-1,unknown,0,-0.09209376,0
6187,35,entrepreneur,145,yes,no,cellular,jul,2,-1,unknown,0,-0.08237498,1
5904,43,services,130,yes,no,unknown,may,1,-1,unknown,0,-0.08839372,0
1313,54,housemaid,1213,no,no,cellular,nov,1,-1,unknown,0,-0.057692926,1
3961,50,management,0,no,no,cellular,aug,3,130,other,0,-0.031884752,0
3857,48,blue-collar,863,yes,no,telephone,may,5,350,success,1,0.03052786,1
4470,45,unemployed,11,no,no,cellular,aug,5,-1,unknown,0,-0.07488804,1
1228,26,unknown,3247,no,no,telephone,feb,3,-1,unknown,0,-0.048948117,0
3615,25,student,293,yes,no,telephone,may,2,-1,unknown,0,-0.041441813,0
4723,44,blue-collar,2185,yes,no,unknown,may,1,-1,unknown,0,-0.090569004,0
6123,32,management,62,yes,no,telephone,nov,1,-1,unknown,0,-0.030113043,0
3887,27,technician,2183,yes,yes,unknown,may,1,-1,unknown,0,-0.039441556,1
5159,27,management,843,no,no,cellular,jan,1,-1,unknown,0,-0.07928438,1
2370,60,retired,364,yes,no,unknown,may,2,-1,unknown,0,-0.06454641,0
2510,53,admin,459,no,no,cellular,apr,1,-1,unknown,0,-0.09593497,1
950,30,technician,635,no,no,cellular,aug,8,-1,unknown,0,-0.08040712,1
1793,27,management,6791,no,no,cellular,aug,2,69,other,0,-0.03892874,1
610,41,admin,4464,yes,no,telephone,jul,2,-1,unknown,0,-0.03536614,0
3271,42,management,849,yes,no,cellular,oct,1,321,other,0,-0.018581195,1
2837,44,admin,397,yes,yes,cellular,feb,1,257,other,1,0.020520514,1
6274,54,unemployed,380,no,no,cellular,nov,2,-1,unknown,0,-0.06397647,1
56,32,self-employed,514,yes,no,cellular,jul,1,-1,unknown,0,-0.07139913,1
4174,39,management,0,yes,yes,cellular,jul,1,-1,unknown,0,-0.07244295,0
702,43,admin,616,yes,no,unknown,may,2,-1,unknown,0,-0.09473672,0
6108,42,technician,-106,yes,no,unknown,may,1,-1,unknown,0,-0.08735079,0
2492,45,admin,231,yes,no,unknown,jun,3,-1,unknown,0,-0.06706778,0
5887,29,unemployed,550,no,no,cellular,jan,1,-1,unknown,0,-0.06445976,1
3613,55,blue-collar,467,no,no,cellular,aug,5,-1,unknown,0,-0.08511185,0
1572,37,management,332,yes,no,cellular,aug,2,84,failure,0,-0.04937667,0
2213,51,technician,1347,yes,yes,cellular,feb,1,243,failure,0,-0.011150751,1
4145,49,management,395,no,no,cellular,dec,5,-1,unknown,0,-0.07181259,1
5659,32,admin,205,no,no,cellular,jul,3,-1,unknown,0,-0.09719643,0
901,26,services,-379,yes,yes,cellular,jul,7,-1,unknown,0,-0.0415021,1
4298,29,management,572,no,no,cellular,jun,1,-1,unknown,0,-0.086343974,1
2550,28,student,1925,no,no,cellular,nov,1,97,failure,0,-0.006935138,1
2583,41,admin,1395,yes,yes,cellular,may,1,308,failure,0,-0.008306531,0
1888,58,admin,169,no,no,cellular,may,3,87,success,0,-0.05208503,1
4598,55,management,568,no,no,cellular,aug,10,-1,unknown,0,-0.084493585,1
6915,37,management,22125,no,yes,cellular,nov,2,-1,unknown,0,-0.035264637,1
6319,26,admin,710,yes,yes,unknown,jun,2,-1,unknown,0,-0.018540204,1
6565,26,student,10086,no,no,cellular,apr,2,-1,unknown,0,-0.046229757,1
322,50,management,-470,yes,no,cellular,nov,2,160,failure,0,-0.029077712,0
2209,24,admin,541,yes,no,unknown,jun,4,-1,unknown,0,-0.05918488,0
1324,30,management,1028,no,no,cellular,feb,2,-1,unknown,0,-0.09829002,1
5086,36,blue-collar,-308,yes,no,cellular,may,1,-1,unknown,0,-0.09967645,1
6880,45,technician,1348,no,yes,cellular,apr,2,-1,unknown,0,-0.069742955,1
7203,42,services,2567,yes,no,unknown,may,2,-1,unknown,0,-0.07999897,0
7408,32,technician,791,yes,no,unknown,may,2,-1,unknown,0,-0.07389393,1
6810,55,management,3848,yes,no,cellular,apr,2,-1,unknown,0,-0.07910616,1
7484,28,student,78,no,no,cellular,dec,3,310,failure,1,0.018370714,1
2197,37,technician,0,yes,no,cellular,apr,4,149,other,0,-0.022809258,0
7529,55,retired,493,yes,no,unknown,may,7,-1,unknown,0,-0.055565562,0
3625,46,unemployed,3354,yes,no,cellular,nov,1,174,success,0,-0.015423324,1
3,38,services,-87,yes,no,cellular,may,1,-1,unknown,0,-0.10336067,0
5553,39,admin,728,yes,yes,cellular,oct,1,-1,unknown,0,-0.03009042,1
7595,31,management,12857,yes,no,cellular,feb,1,92,success,0,-0.011790722,1
1694,50,entrepreneur,223,no,no,cellular,jul,5,-1,unknown,0,-0.07731402,0
1739,34,blue-collar,695,yes,yes,unknown,may,4,-1,unknown,0,-0.03843848,1
1337,36,technician,4613,no,no,cellular,apr,1,134,failure,0,-0.04529914,0
6836,30,technician,3286,yes,no,cellular,apr,1,-1,unknown,0,-0.089378655,1
4925,37,management,655,no,yes,cellular,feb,6,-1,unknown,0,-0.05514941,0
3509,25,technician,-276,yes,no,unknown,jun,1,-1,unknown,0,-0.058461174,0
1698,36,services,528,no,no,cellular,feb,2,-1,unknown,0,-0.094188824,0
2556,35,services,2918,no,yes,cellular,jul,2,407,success,1,0.028404964,1
2751,52,self-employed,1291,yes,no,cellular,nov,1,169,failure,1,0.00015521975,0
5210,42,blue-collar,625,no,no,unknown,jun,3,-1,unknown,0,-0.047056653,1
4906,25,student,1919,yes,no,cellular,may,1,351,failure,0,-0.01861811,0
3094,30,blue-collar,0,yes,no,unknown,may,1,-1,unknown,0,-0.09330589,0
2997,27,management,20585,no,no,cellular,sep,1,100,success,0,-0.023554446,1
6612,42,management,9916,yes,no,cellular,nov,1,-1,unknown,0,-0.07310353,0
577,29,management,3317,no,yes,telephone,may,7,-1,unknown,0,-0.021244021,1
3794,38,management,38,no,no,cellular,aug,2,-1,unknown,0,-0.10931107,0
2669,47,management,4567,no,no,telephone,jul,4,-1,unknown,0,-0.042853,0
