,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit
3192,27,services,194,yes,no,unknown,may,1,-1,other,single,secondary,no,16,326,0,0
1846,51,management,1610,yes,no,unknown,jun,3,-1,other,single,secondary,no,16,1248,0,1
2494,37,blue-collar,-4,yes,yes,unknown,may,1,-1,other,married,secondary,no,29,381,0,0
7042,63,unemployed,1490,no,no,cellular,jun,1,-1,other,divorced,secondary,no,8,506,0,1
4697,39,technician,1846,no,no,cellular,feb,5,-1,other,married,primary,no,5,306,0,0
3715,39,entrepreneur,2644,yes,no,unknown,may,1,-1,other,married,tertiary,no,20,253,0,0
3230,44,blue-collar,1397,no,no,cellular,nov,1,-1,other,married,secondary,no,20,326,0,0
562,36,management,2646,no,no,cellular,oct,1,182,success,single,tertiary,no,13,169,10,1
6480,52,unemployed,2269,no,no,unknown,jun,1,-1,other,married,tertiary,no,20,1210,0,1
5,41,admin,-76,yes,no,cellular,apr,1,-1,other,married,secondary,no,16,263,0,0
3651,36,blue-collar,0,no,no,cellular,jul,1,-1,other,married,secondary,no,15,794,0,0
7540,39,entrepreneur,11887,no,no,cellular,nov,2,-1,other,married,secondary,no,18,1181,0,1
2410,33,management,816,yes,no,cellular,oct,2,503,failure,single,tertiary,no,11,383,2,1
7448,38,management,1463,yes,no,cellular,aug,4,-1,other,married,tertiary,no,25,425,0,0
4589,26,technician,2,yes,yes,unknown,may,1,-1,other,single,secondary,no,15,461,0,0
3529,56,admin,360,yes,yes,cellular,jul,2,-1,other,married,secondary,no,24,98,0,0
4729,31,admin,89,no,no,unknown,may,3,-1,other,married,secondary,no,7,297,0,0
2809,45,blue-collar,96,yes,no,cellular,apr,3,256,failure,married,secondary,no,13,348,2,1
5875,32,management,2551,yes,no,cellular,jul,3,-1,other,single,tertiary,no,21,638,0,1
818,39,management,1795,no,no,cellular,aug,7,-1,other,married,tertiary,no,8,922,0,1
2567,41,management,144,no,no,cellular,feb,3,-1,other,married,tertiary,no,27,123,0,0
3160,49,services,411,no,no,telephone,may,6,-1,other,married,tertiary,no,14,9,0,0
4398,42,technician,314,no,no,cellular,aug,22,-1,other,married,secondary,no,27,11,0,0
4299,44,blue-collar,2657,yes,no,unknown,jun,2,-1,other,married,primary,no,20,202,0,0
503,44,services,618,no,no,cellular,may,1,-1,other,single,secondary,no,12,193,0,1
1714,37,management,1027,yes,no,cellular,mar,1,152,success,single,tertiary,no,2,313,2,1
932,35,admin,-257,no,no,cellular,jan,3,-1,other,married,secondary,no,28,117,0,0
3026,30,self-employed,2666,no,no,cellular,aug,2,93,success,married,tertiary,no,5,475,4,1
3164,38,blue-collar,947,yes,no,cellular,may,2,-1,other,single,primary,no,12,361,0,0
1165,25,blue-collar,1857,yes,no,cellular,oct,1,91,success,single,secondary,no,12,187,12,1
3859,34,admin,2064,yes,no,unknown,may,2,-1,other,married,secondary,no,26,165,0,0
5983,77,unemployed,397,no,no,telephone,may,3,-1,other,married,unknown,no,7,300,0,1
5888,29,entrepreneur,714,yes,yes,cellular,may,2,-1,other,married,secondary,no,13,482,0,1
3686,57,blue-collar,3495,no,yes,cellular,nov,3,-1,other,single,primary,no,19,362,0,0
3122,54,admin,200,no,no,cellular,jun,1,-1,other,divorced,secondary,no,3,170,0,1
7245,29,services,271,yes,no,unknown,may,2,-1,other,single,secondary,no,20,1882,0,1
954,58,entrepreneur,2920,yes,no,unknown,jun,1,-1,other,married,tertiary,no,9,136,0,0
292,34,unemployed,200,yes,no,unknown,may,6,-1,other,married,secondary,no,26,155,0,0
6096,35,unemployed,387,yes,no,cellular,may,3,347,failure,married,tertiary,no,8,1024,3,1
6008,55,admin,319,no,no,cellular,nov,3,-1,other,married,primary,no,21,124,0,0
1675,36,management,1400,yes,no,cellular,may,3,-1,other,single,tertiary,no,11,608,0,1
3928,38,technician,902,yes,no,cellular,feb,1,-1,other,divorced,secondary,no,3,650,0,1
3449,32,management,354,no,no,cellular,mar,2,133,other,single,tertiary,no,4,177,5,1
6622,41,management,254,no,no,cellular,jun,2,294,failure,married,tertiary,no,9,183,2,1
6287,31,services,371,yes,yes,cellular,apr,1,-1,other,married,secondary,no,17,654,0,0
558,43,services,21,no,no,cellular,feb,3,-1,other,single,secondary,no,3,203,0,0
2035,40,services,518,no,no,telephone,jul,1,-1,other,married,secondary,no,17,84,0,0
5395,37,management,21,no,no,cellular,aug,12,-1,other,married,tertiary,no,21,50,0,0
1940,43,blue-collar,514,yes,yes,cellular,apr,2,-1,other,married,secondary,no,20,34,0,0
1295,30,management,726,yes,no,cellular,apr,1,342,failure,single,tertiary,no,16,39,3,0
2484,59,unemployed,1634,yes,yes,cellular,aug,1,-1,other,married,primary,no,5,836,0,1
386,47,blue-collar,-337,yes,yes,cellular,may,1,-1,other,married,secondary,no,12,366,0,0
769,40,admin,877,yes,no,cellular,nov,3,177,failure,single,secondary,no,21,12,6,0
7028,56,admin,5310,no,no,unknown,jun,1,-1,other,married,secondary,no,19,74,0,0
2945,40,self-employed,1516,yes,yes,unknown,may,1,-1,other,married,secondary,no,23,373,0,0
2101,28,blue-collar,0,no,yes,cellular,jul,21,-1,other,single,secondary,no,31,11,0,0
3917,42,technician,4945,yes,no,cellular,mar,2,-1,other,married,secondary,no,2,311,0,1
637,40,blue-collar,1451,no,no,cellular,jun,1,-1,other,married,secondary,no,1,314,0,1
7216,45,admin,0,yes,no,cellular,nov,1,-1,other,divorced,secondary,no,17,102,0,0
4331,26,unemployed,111,no,no,cellular,jul,1,-1,other,single,secondary,no,9,537,0,1
4213,31,technician,253,no,no,cellular,jan,1,-1,other,single,secondary,no,13,262,0,0
5380,31,technician,2388,no,no,cellular,aug,1,-1,other,single,secondary,no,5,123,0,0
5200,58,management,256,no,no,cellular,dec,1,188,success,married,tertiary,no,10,422,3,1
2579,34,blue-collar,4622,yes,yes,unknown,may,1,-1,other,married,secondary,no,20,217,0,0
7525,36,management,4069,no,no,cellular,nov,1,-1,other,married,tertiary,no,21,517,0,1
3561,30,technician,106,yes,no,cellular,may,3,-1,other,single,tertiary,no,13,119,0,0
4716,30,management,3779,no,no,cellular,apr,1,-1,other,single,tertiary,no,13,1093,0,1
2123,26,admin,141,yes,no,cellular,may,4,349,other,single,secondary,no,18,19,6,0
3191,33,technician,6,no,no,cellular,aug,2,-1,other,divorced,secondary,yes,22,239,0,0
2265,33,admin,0,yes,yes,cellular,jul,1,-1,other,married,secondary,no,9,160,0,0
94,33,management,4570,no,no,cellular,aug,2,-1,other,married,tertiary,no,22,1258,0,1
740,26,management,155,yes,no,cellular,may,4,43,other,single,tertiary,no,27,74,5,0
5611,36,admin,746,yes,no,cellular,nov,3,-1,other,married,secondary,no,17,581,0,0
207,33,technician,4790,yes,no,cellular,apr,1,272,failure,married,secondary,no,20,137,2,0
6227,52,admin,722,no,no,cellular,oct,2,185,failure,married,secondary,no,26,99,3,0
1480,30,management,186,yes,no,cellular,nov,3,-1,other,single,secondary,no,20,235,0,0
994,49,management,735,yes,no,unknown,may,3,-1,other,married,tertiary,no,13,50,0,0
3096,47,management,3663,no,no,cellular,oct,2,213,success,married,tertiary,no,29,424,3,1
1707,41,technician,335,no,no,cellular,aug,3,-1,other,married,secondary,no,18,169,0,0
5441,44,management,1954,no,no,cellular,jun,1,-1,other,married,tertiary,no,2,294,0,1
635,27,technician,1842,yes,yes,cellular,may,2,300,failure,single,secondary,no,18,687,1,0
1362,30,technician,151,no,no,cellular,feb,2,-1,other,single,secondary,no,3,276,0,0
7307,29,self-employed,242,yes,no,cellular,jul,4,-1,other,married,tertiary,no,18,73,0,0
4581,37,management,80,no,no,cellular,aug,3,-1,other,married,secondary,no,27,155,0,0
1280,59,management,287,yes,no,cellular,apr,2,242,failure,married,tertiary,no,20,818,8,0
4432,27,blue-collar,535,no,no,cellular,may,1,87,success,single,secondary,no,13,159,3,1
7419,47,blue-collar,-58,yes,no,cellular,jul,2,-1,other,married,primary,no,18,92,0,0
3455,27,blue-collar,431,yes,no,unknown,may,2,-1,other,single,primary,no,15,286,0,0
7554,45,blue-collar,1529,yes,no,cellular,nov,1,197,success,married,unknown,no,13,181,1,1
6956,41,blue-collar,2689,yes,no,cellular,apr,1,-1,other,married,secondary,no,15,135,0,1
4195,55,blue-collar,1613,yes,no,cellular,apr,1,270,failure,divorced,secondary,no,3,296,3,1
2779,53,self-employed,290,no,yes,cellular,jul,3,-1,other,married,tertiary,no,24,303,0,0
5009,53,services,3107,no,no,unknown,jun,1,-1,other,divorced,primary,no,5,152,0,0
3365,34,technician,8029,yes,no,cellular,aug,4,-1,other,married,tertiary,no,14,593,0,1
4413,34,technician,513,yes,no,cellular,may,3,169,other,single,secondary,no,5,165,5,0
2262,59,unemployed,1887,no,no,cellular,aug,8,-1,other,married,secondary,no,28,88,0,0
2688,28,admin,330,no,no,cellular,dec,1,188,other,married,secondary,no,2,357,3,1
5610,49,entrepreneur,687,yes,no,cellular,apr,1,-1,other,married,secondary,no,17,772,0,1
3306,36,services,0,yes,no,unknown,jun,1,-1,other,married,primary,no,2,1036,0,1
6278,32,blue-collar,130,yes,no,cellular,may,2,-1,other,married,secondary,no,6,302,0,0
5822,30,self-employed,655,no,no,cellular,sep,4,184,success,single,tertiary,no,23,272,1,1
7710,33,admin,69,no,yes,cellular,may,2,-1,other,married,tertiary,no,4,77,0,0
3488,55,technician,264,yes,yes,cellular,jul,5,-1,other,married,secondary,no,31,1150,0,1
6868,33,blue-collar,706,yes,no,cellular,apr,1,322,failure,single,secondary,no,7,329,1,0
6421,26,admin,-45,yes,no,unknown,jun,2,-1,other,divorced,secondary,no,4,357,0,0
2191,28,management,2840,no,no,cellular,apr,5,-1,other,single,secondary,no,20,227,0,1
3727,52,unemployed,5361,no,no,cellular,aug,3,-1,other,married,unknown,no,5,607,0,1
7770,56,blue-collar,8163,no,no,cellular,aug,4,-1,other,married,primary,no,14,1231,0,1
7681,47,management,2892,no,no,unknown,jun,1,-1,other,married,secondary,no,17,556,0,1
4455,36,services,0,yes,no,cellular,may,1,-1,other,married,tertiary,no,8,52,0,0
5305,47,admin,290,yes,no,cellular,jul,2,-1,other,married,secondary,no,22,1352,0,1
4441,36,technician,376,no,no,cellular,nov,1,92,success,single,secondary,no,13,193,1,1
3831,35,blue-collar,975,yes,no,cellular,jul,1,-1,other,married,secondary,no,16,102,0,0
7461,39,technician,3,no,no,cellular,may,1,-1,other,divorced,tertiary,yes,6,488,0,1
778,36,technician,125,yes,no,cellular,may,3,-1,other,single,secondary,no,15,676,0,1
389,59,unemployed,5583,yes,no,cellular,apr,1,-1,other,divorced,secondary,no,30,720,0,1
1120,37,management,4089,yes,no,cellular,feb,2,174,other,married,tertiary,no,2,289,4,1
3698,37,services,223,yes,no,unknown,may,1,-1,other,single,tertiary,no,28,25,0,0
2881,31,blue-collar,-190,yes,yes,cellular,may,3,-1,other,married,secondary,no,8,299,0,0
2731,32,blue-collar,897,yes,no,cellular,apr,3,322,failure,married,secondary,no,7,293,2,0
7092,21,unemployed,794,no,no,cellular,jun,1,-1,other,single,secondary,no,5,191,0,1
5384,45,admin,1097,yes,yes,cellular,feb,1,208,failure,married,secondary,no,2,174,1,0
7195,54,unemployed,2206,no,no,cellular,may,1,91,success,married,secondary,no,13,260,4,1
6068,30,admin,39,yes,no,cellular,jul,3,-1,other,married,secondary,no,28,101,0,0
5623,35,management,1750,yes,no,cellular,oct,1,175,success,single,tertiary,no,22,422,4,0
6950,31,blue-collar,1779,yes,no,unknown,jun,2,-1,other,married,secondary,no,5,85,0,0
4693,32,admin,56,yes,no,cellular,feb,1,258,other,married,secondary,no,2,275,1,0
1979,47,blue-collar,162,no,no,cellular,aug,3,-1,other,married,unknown,yes,25,366,0,1
1539,30,unemployed,6929,no,no,cellular,nov,1,-1,other,single,unknown,no,19,341,0,0
4627,42,technician,1865,yes,no,unknown,may,1,-1,other,married,secondary,no,15,164,0,0
1236,73,unemployed,5539,no,no,telephone,aug,1,-1,other,married,primary,no,6,338,0,1
7157,31,admin,307,yes,no,unknown,may,1,-1,other,married,secondary,no,9,538,0,1
2349,28,blue-collar,1011,yes,no,cellular,apr,3,-1,other,single,secondary,no,20,204,0,0
6126,30,management,3773,yes,no,unknown,may,1,-1,other,single,tertiary,no,27,99,0,0
4897,44,admin,1248,yes,yes,cellular,may,3,-1,other,married,secondary,no,8,428,0,0
3650,38,services,322,yes,no,unknown,may,1,-1,other,single,secondary,no,26,61,0,0
3175,32,blue-collar,328,yes,no,unknown,may,1,-1,other,married,secondary,no,20,132,0,0
6010,27,blue-collar,484,yes,no,cellular,apr,2,-1,other,single,secondary,no,15,309,0,0
3947,56,blue-collar,3498,no,no,cellular,apr,2,-1,other,married,primary,no,15,264,0,1
2904,59,unemployed,1047,no,no,cellular,feb,3,-1,other,married,secondary,no,18,83,0,1
6449,37,technician,1610,no,no,unknown,jun,2,-1,other,married,secondary,no,16,140,0,0
1518,55,admin,602,no,no,cellular,sep,1,98,success,married,secondary,no,7,350,5,1
1718,42,admin,527,no,yes,cellular,apr,1,-1,other,divorced,secondary,no,20,112,0,1
2459,53,blue-collar,4222,no,no,unknown,jun,1,-1,other,divorced,primary,no,9,112,0,0
1216,20,unemployed,801,no,no,cellular,nov,2,-1,other,single,unknown,no,11,244,0,1
3929,77,unemployed,7802,no,no,telephone,feb,2,-1,other,married,tertiary,no,1,483,0,1
2267,49,unemployed,341,yes,yes,unknown,may,2,-1,other,married,primary,no,15,520,0,1
2666,26,blue-collar,-29,yes,no,cellular,jul,4,-1,other,single,secondary,no,10,998,0,1
5961,28,admin,4745,no,no,telephone,may,1,181,success,single,secondary,no,12,360,5,1
3527,35,technician,354,no,no,cellular,aug,3,-1,other,single,secondary,no,11,444,0,1
2452,49,blue-collar,0,yes,no,cellular,jul,2,-1,other,divorced,primary,no,29,468,0,0
2647,52,self-employed,2289,yes,yes,cellular,nov,1,-1,other,married,tertiary,no,21,81,0,0
5704,47,entrepreneur,0,no,no,unknown,jun,2,-1,other,married,secondary,no,19,563,0,0
945,43,blue-collar,0,no,no,unknown,may,3,-1,other,single,primary,no,9,71,0,0
5679,44,services,-156,no,yes,cellular,jul,2,-1,other,married,primary,no,30,1211,0,1
7517,46,management,244,yes,no,unknown,may,1,-1,other,single,secondary,no,15,244,0,0
7608,64,unemployed,1574,no,no,telephone,jul,3,-1,other,married,secondary,no,29,301,0,1
2939,43,management,1696,yes,no,cellular,aug,1,474,failure,single,tertiary,no,26,257,3,1
170,45,management,1199,no,no,telephone,feb,2,-1,other,married,tertiary,no,3,221,0,0
7292,59,technician,309,no,yes,cellular,jul,5,-1,other,married,primary,no,29,25,0,0
2016,37,unemployed,381,yes,no,unknown,may,2,-1,other,single,secondary,no,8,985,0,1
5933,32,technician,1246,yes,no,cellular,apr,1,85,success,single,tertiary,no,30,509,2,1
1221,62,unemployed,0,no,no,cellular,nov,2,-1,other,divorced,tertiary,no,13,227,0,1
7206,39,blue-collar,462,yes,no,cellular,may,1,-1,other,married,secondary,no,13,590,0,1
5301,40,blue-collar,13,yes,no,unknown,jul,1,-1,other,married,primary,no,4,178,0,0
159,44,admin,0,no,no,cellular,jul,1,-1,other,married,secondary,no,31,209,0,0
4881,31,management,4148,yes,no,cellular,nov,3,99,other,married,tertiary,no,21,316,9,1
1425,32,technician,945,no,no,cellular,may,3,-1,other,single,secondary,no,4,312,0,0
830,34,management,171,yes,no,cellular,may,1,294,failure,single,tertiary,no,7,191,1,0
5841,52,blue-collar,306,no,no,cellular,jan,1,-1,other,married,primary,no,28,223,0,1
3637,38,technician,318,no,no,cellular,feb,1,181,failure,married,secondary,no,4,383,5,1
2310,70,unemployed,4982,no,no,cellular,may,2,-1,other,married,primary,no,4,794,0,0
3264,56,unemployed,3391,no,no,cellular,apr,1,-1,other,married,primary,no,21,243,0,1
7232,28,self-employed,805,no,no,cellular,feb,1,-1,other,single,tertiary,no,16,331,0,1
2562,40,management,838,yes,no,unknown,may,3,-1,other,single,unknown,no,12,619,0,0
1602,37,admin,3221,no,no,cellular,jun,2,376,other,married,tertiary,no,15,379,13,1
4755,49,entrepreneur,6188,no,no,cellular,nov,1,-1,other,married,primary,no,18,453,0,1
3493,33,admin,30,yes,no,telephone,may,2,-1,other,married,secondary,no,5,125,0,0
261,52,services,337,yes,no,unknown,may,3,-1,other,married,unknown,no,19,85,0,0
2906,38,technician,11,no,no,unknown,jun,3,-1,other,single,tertiary,no,18,78,0,0
6055,39,services,282,yes,no,cellular,jul,1,-1,other,divorced,secondary,no,17,243,0,0
3350,32,admin,555,yes,no,cellular,sep,1,-1,other,single,secondary,no,9,344,0,1
6479,41,blue-collar,2453,yes,no,unknown,may,1,-1,other,married,primary,no,15,1052,0,1
1389,27,management,1720,no,no,cellular,jun,1,224,success,single,tertiary,no,15,910,3,1
7627,33,admin,891,no,no,cellular,may,2,-1,other,divorced,tertiary,no,8,398,0,1
6023,42,services,578,no,no,telephone,jan,1,-1,other,single,secondary,no,28,44,0,0
5755,48,management,291,yes,no,telephone,jul,2,-1,other,married,tertiary,no,23,350,0,0
1986,32,management,974,yes,no,unknown,jun,1,-1,other,single,tertiary,no,3,228,0,0
3354,35,management,2957,yes,yes,cellular,aug,3,-1,other,married,tertiary,no,8,733,0,1
7724,37,management,5106,no,no,cellular,apr,1,-1,other,married,tertiary,no,30,244,0,1
504,36,technician,432,yes,yes,unknown,aug,1,-1,other,married,secondary,no,4,94,0,0
905,21,unemployed,123,no,no,telephone,aug,1,-1,other,single,secondary,no,12,449,0,1
1241,53,management,3591,yes,no,cellular,aug,2,181,other,married,tertiary,no,5,306,2,1
6158,58,blue-collar,381,no,no,cellular,nov,4,-1,other,married,secondary,no,11,79,0,0
5051,24,blue-collar,1033,yes,no,cellular,nov,1,-1,other,single,primary,no,24,283,0,0
4566,35,services,113,yes,no,cellular,jul,2,-1,other,married,primary,no,17,923,0,1
4086,30,admin,23,no,yes,cellular,feb,2,-1,other,married,secondary,yes,4,149,0,0
1090,40,blue-collar,273,yes,no,unknown,jun,1,-1,other,married,secondary,no,19,1082,0,0
1406,46,services,3512,no,no,cellular,oct,1,197,failure,married,primary,no,30,175,1,1
5601,39,technician,0,yes,no,unknown,may,1,-1,other,married,secondary,no,5,203,0,0
5143,22,unemployed,691,no,no,cellular,aug,1,-1,other,single,tertiary,no,19,338,0,1
1798,57,management,10583,no,no,cellular,sep,3,98,success,married,tertiary,no,28,341,3,1
3494,53,management,241,yes,no,cellular,nov,1,-1,other,married,tertiary,no,19,137,0,0
7020,58,unemployed,2714,no,no,cellular,may,1,287,failure,married,secondary,no,26,165,2,1
2071,51,blue-collar,1869,no,no,unknown,jun,3,-1,other,married,primary,no,17,30,0,0
1670,60,admin,3547,no,no,telephone,jun,6,-1,other,married,secondary,no,15,351,0,1
6973,38,management,165,yes,no,cellular,apr,1,260,other,married,tertiary,no,17,526,2,1
4818,50,admin,81,no,yes,cellular,nov,1,-1,other,divorced,secondary,no,21,64,0,0
6454,36,technician,1466,yes,no,unknown,may,1,-1,other,married,secondary,no,29,441,0,0
6679,27,admin,1293,yes,no,cellular,apr,3,-1,other,married,secondary,no,8,1665,0,1
1665,32,technician,560,no,no,cellular,aug,4,-1,other,married,secondary,no,6,1044,0,1
6216,47,blue-collar,292,no,yes,telephone,jul,3,-1,other,married,primary,no,28,210,0,0
1823,76,unemployed,820,no,no,telephone,apr,4,-1,other,married,secondary,no,23,263,0,1
315,29,management,224,yes,no,cellular,apr,2,81,failure,single,tertiary,no,24,65,3,1
4911,50,unemployed,8648,no,no,cellular,may,3,176,failure,married,secondary,no,12,731,1,1
3297,27,technician,1075,no,no,cellular,sep,2,184,success,single,tertiary,no,2,529,1,1
7449,35,self-employed,28,no,yes,unknown,jul,3,-1,other,married,secondary,no,2,159,0,0
2694,33,unemployed,4874,no,no,telephone,feb,2,-1,other,single,tertiary,no,22,363,0,0
5859,51,entrepreneur,805,yes,no,cellular,aug,4,-1,other,married,primary,no,8,132,0,0
5524,56,management,4266,yes,no,unknown,jun,4,-1,other,divorced,tertiary,no,17,490,0,1
189,31,management,924,no,no,cellular,jun,2,98,success,single,tertiary,no,5,207,1,1
2878,39,technician,4101,yes,no,cellular,feb,2,264,other,married,secondary,no,18,146,1,1
1005,46,management,0,yes,no,cellular,jul,2,-1,other,married,tertiary,no,14,247,0,0
3533,31,management,533,no,no,telephone,may,1,90,success,single,tertiary,no,12,372,10,1
2589,40,blue-collar,1938,yes,no,cellular,may,1,-1,other,married,secondary,no,7,228,0,0
3544,38,technician,1019,yes,no,cellular,may,1,-1,other,single,secondary,no,6,249,0,0
3676,35,services,52,yes,no,cellular,mar,4,-1,other,married,secondary,no,2,378,0,1
1907,50,admin,363,yes,no,unknown,may,1,-1,other,divorced,secondary,no,16,1340,0,1
4251,52,admin,2227,no,no,cellular,feb,2,-1,other,single,unknown,no,24,242,0,1
5812,40,management,4095,yes,no,cellular,apr,1,-1,other,divorced,unknown,no,20,281,0,0
3433,43,blue-collar,1401,yes,no,unknown,may,2,-1,other,married,primary,no,12,195,0,0
3008,36,management,490,no,no,cellular,aug,8,98,failure,single,tertiary,no,28,207,1,1
288,35,blue-collar,1792,yes,no,cellular,jul,6,-1,other,divorced,primary,no,31,630,0,1
7230,55,management,797,no,no,cellular,jul,2,-1,other,single,tertiary,no,29,24,0,0
2744,48,blue-collar,7408,no,yes,cellular,feb,2,-1,other,married,secondary,no,4,101,0,0
658,26,management,1438,no,no,cellular,apr,1,449,other,single,tertiary,no,27,321,1,1
4459,38,management,1722,yes,no,cellular,jul,1,-1,other,married,tertiary,no,10,500,0,1
4794,75,unemployed,291,no,no,cellular,aug,1,182,success,married,secondary,no,12,350,2,1
2822,43,admin,59,yes,no,cellular,jul,3,-1,other,married,secondary,no,15,60,0,0
1658,31,services,182,no,no,cellular,aug,2,-1,other,married,secondary,no,20,231,0,0
2334,37,management,1689,yes,no,unknown,may,2,-1,other,married,tertiary,no,29,645,0,0
7007,49,technician,-287,yes,no,unknown,may,1,-1,other,married,unknown,no,26,49,0,0
3944,31,entrepreneur,1216,no,no,cellular,aug,4,-1,other,married,tertiary,no,8,150,0,0
1794,56,management,4623,no,no,cellular,aug,1,-1,other,married,unknown,no,17,348,0,1
3755,40,technician,40,yes,no,cellular,nov,1,-1,other,married,secondary,no,21,73,0,0
5744,51,blue-collar,33,no,yes,unknown,jun,3,-1,other,married,secondary,no,16,721,0,1
2163,29,management,560,no,no,cellular,apr,1,307,failure,single,unknown,no,5,459,1,1
3148,54,blue-collar,1070,no,no,cellular,nov,4,-1,other,married,secondary,no,18,373,0,0
317,54,entrepreneur,0,no,no,unknown,jun,1,-1,other,married,secondary,no,9,96,0,0
6933,37,management,0,no,no,cellular,jul,3,-1,other,single,tertiary,no,7,643,0,0
5636,49,technician,342,no,yes,cellular,nov,3,-1,other,divorced,secondary,no,19,58,0,0
7614,25,unemployed,10,yes,no,cellular,jul,4,-1,other,married,tertiary,no,21,857,0,1
5010,34,management,5,no,no,cellular,aug,2,-1,other,single,tertiary,no,18,370,0,1
1616,38,admin,198,yes,no,unknown,may,2,-1,other,divorced,secondary,no,26,431,0,1
5637,30,technician,0,yes,no,cellular,jun,2,-1,other,single,tertiary,no,5,159,0,1
4108,46,management,361,yes,no,unknown,may,7,-1,other,divorced,secondary,no,19,86,0,0
717,36,technician,301,yes,yes,cellular,jul,1,-1,other,single,secondary,no,29,367,0,0
466,54,technician,473,no,yes,cellular,nov,1,81,failure,married,secondary,no,2,182,1,1
3918,42,services,466,no,no,cellular,jan,1,-1,other,divorced,secondary,no,28,48,0,0
5415,32,blue-collar,398,yes,no,cellular,may,1,-1,other,single,primary,no,13,716,0,1
1910,30,management,640,no,no,cellular,feb,4,213,failure,single,tertiary,no,6,124,2,0
7690,55,technician,1199,no,yes,telephone,may,10,-1,other,single,secondary,no,4,159,0,0
5171,47,technician,1233,yes,no,unknown,sep,1,100,other,married,secondary,no,11,91,2,1
3577,61,unemployed,-492,no,yes,unknown,jul,1,-1,other,married,unknown,no,4,333,0,0
1029,36,blue-collar,2079,yes,yes,unknown,may,2,-1,other,married,primary,no,19,403,0,0
4028,30,blue-collar,971,yes,no,cellular,apr,1,317,other,single,secondary,no,17,283,2,0
4122,73,unemployed,739,no,no,cellular,sep,1,-1,other,married,unknown,no,11,210,0,1
6631,33,technician,1699,no,no,cellular,nov,2,94,success,married,tertiary,no,6,178,1,1
5980,41,blue-collar,138,yes,no,cellular,jul,3,-1,other,divorced,primary,no,18,640,0,1
669,31,blue-collar,54,yes,no,cellular,jun,1,-1,other,single,secondary,no,29,401,0,1
1987,31,management,1032,no,no,cellular,jul,1,-1,other,married,tertiary,no,7,284,0,1
4168,56,admin,202,yes,no,unknown,may,2,-1,other,married,primary,no,9,178,0,0
3749,49,blue-collar,102,no,no,cellular,aug,2,-1,other,married,secondary,no,29,210,0,0
6904,86,unemployed,0,no,no,telephone,aug,1,-1,other,divorced,primary,no,26,189,0,1
4242,32,blue-collar,1426,yes,no,cellular,nov,1,-1,other,single,primary,no,20,114,0,0
2821,35,management,53,yes,no,cellular,nov,1,-1,other,married,secondary,no,18,378,0,0
4973,27,services,955,no,no,cellular,apr,1,-1,other,single,secondary,no,23,206,0,1
7721,52,management,583,no,no,cellular,nov,1,91,failure,married,tertiary,no,17,209,2,1
6839,61,management,6016,no,no,cellular,feb,3,-1,other,married,tertiary,no,2,670,0,1
3489,41,blue-collar,0,yes,yes,unknown,may,1,-1,other,married,primary,no,6,238,0,0
3181,24,unemployed,4126,no,no,cellular,apr,4,185,failure,single,secondary,no,5,907,7,1
7067,29,technician,0,no,no,unknown,may,2,-1,other,married,secondary,no,12,33,0,0
4744,32,blue-collar,1267,yes,no,cellular,may,2,-1,other,married,unknown,no,18,66,0,0
156,49,technician,905,no,no,cellular,jun,1,-1,other,married,secondary,no,5,1543,0,1
882,31,management,883,yes,no,cellular,mar,2,106,failure,divorced,tertiary,no,5,112,1,1
6708,78,management,1780,yes,no,cellular,oct,2,185,success,married,unknown,no,25,211,7,1
2566,29,management,2753,no,no,cellular,apr,1,-1,other,single,tertiary,no,30,645,0,1
7002,43,management,2367,no,no,cellular,sep,1,113,success,divorced,tertiary,no,22,83,3,1
687,40,services,-9,yes,no,unknown,may,2,-1,other,married,primary,no,15,920,0,1
5337,26,technician,44,no,no,cellular,oct,1,-1,other,single,secondary,no,30,217,0,1
6344,39,admin,1757,no,no,telephone,oct,1,-1,other,married,secondary,no,28,125,0,1
461,26,technician,-67,yes,no,cellular,may,1,-1,other,single,tertiary,no,15,637,0,1
7714,41,admin,110,yes,yes,cellular,feb,2,-1,other,divorced,secondary,no,5,76,0,0
4814,41,entrepreneur,30,no,no,cellular,apr,1,-1,other,married,secondary,no,30,460,0,1
4492,55,services,2166,yes,no,unknown,may,17,-1,other,divorced,secondary,no,28,23,0,0
7219,32,services,1743,yes,no,cellular,apr,1,261,other,single,tertiary,no,1,1156,3,0
1692,53,admin,-372,yes,no,unknown,may,1,-1,other,divorced,secondary,no,26,104,0,0
7523,29,services,146,yes,no,unknown,may,2,-1,other,single,secondary,no,19,104,0,0
6507,39,blue-collar,1382,yes,no,cellular,feb,2,-1,other,married,secondary,no,11,397,0,1
1927,29,admin,-254,yes,no,cellular,may,2,-1,other,divorced,secondary,no,14,406,0,1
433,23,services,870,no,no,cellular,jul,4,-1,other,single,secondary,no,6,316,0,1
4683,39,blue-collar,398,yes,no,cellular,may,1,-1,other,married,primary,no,12,256,0,0
1984,55,unemployed,2929,no,no,unknown,jun,3,-1,other,married,tertiary,no,16,556,0,0
6704,36,entrepreneur,776,no,yes,cellular,jul,3,-1,other,divorced,tertiary,no,7,722,0,1
