,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
3590,33,management,808,yes,no,cellular,aug,16,-1,other,0
4743,47,blue-collar,4840,no,no,unknown,jun,1,-1,other,0
2787,54,management,2819,no,no,cellular,aug,3,-1,other,0
6128,43,unemployed,0,no,no,cellular,jul,1,281,failure,1
2429,40,admin,523,yes,yes,unknown,may,3,-1,other,0
201,28,technician,-1042,yes,no,unknown,jun,2,-1,other,1
6008,55,admin,319,no,no,cellular,nov,3,-1,other,0
1292,30,technician,606,yes,no,cellular,apr,1,-1,other,0
3012,35,blue-collar,147,yes,no,cellular,may,1,337,failure,0
4622,47,services,1453,no,no,unknown,jun,1,-1,other,0
6121,28,management,1584,yes,no,cellular,sep,2,-1,other,1
2823,37,blue-collar,1322,yes,no,cellular,nov,8,185,other,0
2836,26,technician,4130,no,no,cellular,jan,2,-1,other,0
7553,32,blue-collar,400,no,no,cellular,may,3,-1,other,1
2659,61,management,544,no,no,cellular,dec,3,200,success,1
3603,52,technician,204,no,no,cellular,aug,2,-1,other,0
293,50,blue-collar,2590,yes,no,unknown,may,6,-1,other,0
1311,57,management,350,no,no,telephone,may,3,-1,other,0
3825,30,services,80,yes,no,unknown,may,2,-1,other,0
1976,39,management,13578,yes,no,cellular,nov,2,-1,other,0
4033,36,admin,810,yes,no,unknown,jun,1,-1,other,0
860,31,management,354,no,no,cellular,apr,1,9,success,1
6672,35,technician,4508,yes,no,cellular,nov,1,-1,other,1
3348,49,blue-collar,23,no,no,cellular,nov,2,-1,other,0
2260,36,management,0,no,no,telephone,aug,9,-1,other,1
3548,82,unemployed,8603,no,no,cellular,jul,1,-1,other,1
5250,37,blue-collar,509,yes,no,cellular,apr,1,-1,other,0
7125,41,management,5561,no,no,cellular,aug,2,-1,other,1
3848,20,unemployed,1819,no,no,cellular,apr,3,-1,other,1
5893,33,self-employed,61,no,no,cellular,aug,3,-1,other,1
7625,23,unemployed,381,no,no,cellular,feb,1,189,other,1
4191,47,management,288,no,no,cellular,oct,1,-1,other,1
6020,65,unemployed,828,no,no,cellular,jul,1,-1,other,1
5137,28,blue-collar,75,no,no,unknown,jun,1,-1,other,0
3486,50,blue-collar,1743,yes,no,unknown,jun,5,-1,other,0
527,47,blue-collar,581,yes,no,cellular,aug,6,-1,other,0
1612,42,blue-collar,419,no,no,cellular,jul,3,-1,other,0
3676,35,services,52,yes,no,cellular,mar,4,-1,other,1
287,30,management,265,yes,no,unknown,may,4,-1,other,0
7189,34,admin,0,yes,yes,cellular,may,1,-1,other,1
311,59,unemployed,514,no,no,cellular,may,6,90,success,1
7070,36,entrepreneur,145,yes,no,cellular,may,2,304,success,0
6641,30,services,292,yes,yes,cellular,apr,4,-1,other,0
3038,24,technician,556,yes,no,cellular,nov,2,80,success,1
428,64,unemployed,4833,no,no,cellular,oct,1,181,failure,1
7590,34,management,5086,no,no,cellular,may,4,-1,other,1
2275,34,management,575,no,no,cellular,mar,1,-1,other,1
2544,38,management,1875,no,no,cellular,nov,1,-1,other,0
3512,46,admin,0,yes,yes,cellular,apr,2,259,failure,0
7132,25,unemployed,8,no,no,cellular,apr,2,-1,other,1
423,31,blue-collar,-575,yes,no,unknown,jun,9,-1,other,0
3939,29,management,54,yes,yes,unknown,may,3,-1,other,0
3712,29,unemployed,314,no,no,cellular,apr,1,-1,other,1
3731,69,unemployed,0,no,no,cellular,aug,2,-1,other,1
4844,43,technician,0,no,no,cellular,aug,3,-1,other,0
466,54,technician,473,no,yes,cellular,nov,1,81,failure,1
2702,75,unemployed,6027,no,no,cellular,nov,2,94,failure,1
5560,54,management,203,no,no,cellular,nov,1,-1,other,0
513,32,management,0,yes,no,cellular,apr,3,-1,other,1
7739,60,unemployed,1690,no,no,unknown,jun,4,-1,other,1
7395,50,technician,570,no,no,unknown,jun,3,-1,other,0
7448,38,management,1463,yes,no,cellular,aug,4,-1,other,0
6494,26,unemployed,198,no,no,cellular,feb,1,-1,other,0
2335,53,blue-collar,1388,no,no,cellular,aug,4,-1,other,0
2251,37,services,2678,no,no,cellular,mar,1,-1,other,1
1443,57,services,2326,no,no,cellular,oct,1,194,success,1
175,61,management,175,no,no,telephone,aug,2,-1,other,1
7086,60,technician,259,no,no,cellular,jul,1,386,success,1
7657,37,management,355,no,no,cellular,aug,1,-1,other,0
2924,65,unemployed,343,no,no,telephone,feb,2,-1,other,0
118,29,blue-collar,162,yes,no,cellular,jul,3,-1,other,0
7085,31,services,447,no,no,cellular,jun,3,77,success,1
2402,49,management,249,no,no,telephone,nov,1,-1,other,1
5208,42,admin,1022,yes,no,unknown,may,2,-1,other,0
5670,61,management,267,no,no,cellular,oct,3,184,success,1
4679,39,management,1968,no,no,cellular,nov,1,-1,other,1
4685,41,admin,224,yes,no,cellular,may,8,-1,other,0
2423,33,technician,3572,yes,no,cellular,nov,2,-1,other,0
227,38,management,6158,yes,no,cellular,apr,5,145,failure,1
3906,32,management,728,yes,no,unknown,may,1,-1,other,0
7431,44,services,5781,yes,yes,cellular,may,1,-1,other,0
6878,52,blue-collar,2230,no,no,cellular,oct,3,-1,other,1
4451,26,admin,714,yes,no,unknown,may,1,-1,other,0
111,34,blue-collar,855,yes,no,cellular,jul,1,-1,other,1
480,31,technician,0,no,no,cellular,aug,6,-1,other,1
1691,55,blue-collar,660,no,no,unknown,jun,1,-1,other,0
2813,27,blue-collar,-27,no,no,unknown,jun,2,-1,other,1
270,49,services,280,yes,no,telephone,jul,3,-1,other,0
5053,42,technician,757,no,no,cellular,feb,1,-1,other,1
5280,61,unemployed,1058,no,no,cellular,jul,2,91,success,1
6659,26,self-employed,479,yes,no,cellular,feb,3,-1,other,0
286,59,management,59,yes,no,unknown,may,1,-1,other,0
4692,30,blue-collar,61,yes,no,cellular,may,1,-1,other,1
1020,58,blue-collar,3027,yes,no,cellular,apr,1,-1,other,1
6437,59,unemployed,1541,no,no,cellular,aug,1,-1,other,0
7329,31,blue-collar,754,yes,no,unknown,may,4,-1,other,1
4362,35,admin,534,no,no,cellular,may,1,312,failure,1
5433,36,management,2987,yes,no,cellular,aug,1,-1,other,1
3481,66,unemployed,2326,no,yes,cellular,feb,1,181,success,1
1084,29,management,92,no,no,cellular,jun,1,92,success,0
2258,59,unemployed,434,yes,no,unknown,may,3,-1,other,0
1795,32,self-employed,14522,no,no,cellular,nov,7,-1,other,0
6338,41,blue-collar,1236,yes,no,cellular,may,3,-1,other,1
7001,42,unemployed,942,no,no,cellular,jan,1,92,success,1
2530,52,management,-970,yes,no,cellular,feb,1,-1,other,1
2466,28,unemployed,5916,no,no,cellular,may,1,63,failure,0
5455,33,technician,3059,no,yes,cellular,aug,2,-1,other,1
6254,53,blue-collar,-634,no,no,cellular,aug,3,-1,other,0
2071,51,blue-collar,1869,no,no,unknown,jun,3,-1,other,0
1406,46,services,3512,no,no,cellular,oct,1,197,failure,1
3298,57,technician,3043,no,no,cellular,aug,2,-1,other,1
343,35,technician,183,no,no,cellular,oct,1,52,failure,1
3792,43,admin,0,no,no,unknown,jun,12,-1,other,0
3427,55,technician,0,no,no,cellular,jul,2,-1,other,0
432,24,management,1030,no,no,cellular,mar,2,-1,other,1
2973,23,unemployed,113,no,no,cellular,nov,1,-1,other,1
4183,24,admin,172,no,no,cellular,feb,1,-1,other,0
4778,52,services,2993,no,no,cellular,mar,6,-1,other,0
6835,30,unemployed,48,no,no,cellular,feb,1,191,success,1
5244,33,admin,882,no,no,cellular,apr,1,183,failure,1
7631,74,unemployed,166,no,no,cellular,aug,1,-1,other,0
608,35,technician,196,yes,no,cellular,nov,1,-1,other,0
2946,37,technician,228,yes,no,cellular,aug,2,-1,other,0
1150,58,unemployed,5920,yes,no,cellular,nov,1,121,failure,0
1294,31,management,2007,yes,no,unknown,may,1,-1,other,0
5973,30,management,617,no,no,cellular,feb,2,-1,other,1
1773,40,management,4025,yes,no,cellular,jul,4,-1,other,0
3610,70,unemployed,2575,no,no,telephone,apr,2,-1,other,1
6626,35,services,719,yes,no,cellular,may,3,368,failure,1
382,48,self-employed,1559,no,no,cellular,dec,3,133,failure,0
1368,31,technician,313,yes,no,cellular,aug,2,-1,other,0
4386,43,technician,3723,yes,no,cellular,aug,4,-1,other,0
5735,35,technician,2047,yes,no,cellular,oct,1,-1,other,0
1320,35,management,7506,yes,no,unknown,oct,1,-1,other,1
6089,48,blue-collar,183,no,no,unknown,jun,1,-1,other,1
3507,38,technician,1130,no,no,cellular,jun,2,98,success,1
457,34,services,528,yes,no,cellular,sep,3,100,other,1
4601,34,management,179,yes,no,cellular,nov,1,-1,other,0
1187,47,management,4189,yes,no,cellular,nov,3,-1,other,1
4008,32,blue-collar,-94,yes,yes,cellular,may,1,-1,other,0
7430,33,technician,484,yes,no,cellular,aug,3,182,success,1
3540,25,unemployed,253,no,no,cellular,may,1,-1,other,1
4204,71,unemployed,1712,no,no,cellular,feb,1,-1,other,1
609,35,management,1496,yes,no,cellular,aug,4,-1,other,0
246,53,technician,2557,no,no,cellular,jul,4,182,success,0
6554,42,blue-collar,1598,yes,yes,cellular,apr,2,-1,other,1
3618,41,entrepreneur,7264,no,yes,unknown,jul,3,-1,other,0
7137,34,entrepreneur,3119,yes,no,unknown,may,4,-1,other,0
5694,58,self-employed,1382,no,no,unknown,jun,1,-1,other,1
7575,44,management,3932,yes,no,unknown,may,2,-1,other,0
3437,42,admin,1143,yes,yes,telephone,nov,1,-1,other,0
5788,32,services,0,no,no,cellular,aug,2,-1,other,0
2609,38,blue-collar,0,yes,no,cellular,may,2,-1,other,1
6681,46,self-employed,526,no,no,cellular,apr,1,87,other,1
3406,27,services,1820,yes,no,cellular,jul,1,-1,other,1
6925,27,unemployed,253,no,no,cellular,may,2,-1,other,1
4858,52,blue-collar,1409,yes,no,unknown,jun,1,-1,other,0
855,50,entrepreneur,816,no,no,cellular,nov,1,-1,other,0
5718,35,unemployed,759,no,no,cellular,nov,3,-1,other,0
4444,64,management,3951,no,no,cellular,jan,1,91,success,1
5732,34,management,3031,no,no,cellular,aug,6,-1,other,0
5483,36,services,1746,yes,no,cellular,apr,1,316,failure,0
685,31,technician,1166,yes,no,unknown,jun,1,-1,other,0
33,28,admin,785,yes,no,unknown,may,2,-1,other,1
6789,27,unemployed,111,no,no,cellular,jul,2,-1,other,1
364,33,admin,272,yes,no,cellular,jun,1,237,failure,1
6224,31,blue-collar,4415,yes,no,unknown,jun,1,-1,other,0
2954,39,blue-collar,62,yes,no,cellular,may,3,-1,other,1
989,61,unemployed,523,no,no,cellular,aug,3,183,success,1
5536,46,services,437,yes,no,cellular,may,3,-1,other,1
6780,35,admin,437,yes,no,unknown,jun,1,-1,other,1
5059,29,technician,110,yes,no,cellular,apr,1,-1,other,1
321,45,management,623,no,no,cellular,sep,3,-1,other,0
659,50,blue-collar,4121,yes,yes,cellular,nov,1,-1,other,0
3307,27,admin,1596,no,no,cellular,sep,1,-1,other,1
5891,35,technician,126,no,no,cellular,aug,2,-1,other,0
3639,43,technician,591,yes,no,cellular,aug,2,-1,other,0
6357,37,self-employed,3396,no,no,cellular,aug,6,-1,other,0
2901,43,self-employed,3173,no,no,unknown,may,1,-1,other,1
1455,30,admin,270,no,no,cellular,feb,1,-1,other,1
6252,59,admin,1575,yes,no,cellular,may,3,263,success,0
7477,55,management,204,yes,no,cellular,jul,2,-1,other,1
4823,41,services,-140,no,yes,unknown,jun,1,-1,other,0
5583,46,technician,117,no,no,cellular,aug,2,-1,other,0
4373,48,unemployed,201,no,no,cellular,aug,1,-1,other,1
6047,53,blue-collar,5603,no,no,cellular,aug,6,-1,other,1
7297,49,management,5887,no,no,cellular,dec,3,185,success,1
6618,37,admin,1110,yes,no,telephone,jul,11,-1,other,1
2701,36,entrepreneur,2971,no,no,cellular,nov,1,97,failure,1
4247,60,unemployed,514,no,no,cellular,oct,2,213,success,1
5259,59,unemployed,3400,yes,no,cellular,aug,3,-1,other,1
730,27,technician,2781,yes,no,cellular,may,1,389,failure,1
4165,30,technician,728,yes,no,cellular,feb,1,261,other,0
5130,80,unemployed,1610,no,no,cellular,aug,1,-1,other,0
6046,45,entrepreneur,5315,yes,yes,cellular,may,2,-1,other,0
4127,50,blue-collar,452,no,no,cellular,aug,2,-1,other,0
7486,35,management,-292,yes,no,cellular,may,2,272,failure,0
490,53,technician,4930,no,yes,cellular,feb,2,-1,other,0
488,53,management,37,no,no,cellular,aug,9,-1,other,0
861,35,management,2707,no,no,cellular,feb,1,-1,other,1
6145,30,management,533,no,no,cellular,may,4,-1,other,1
2939,43,management,1696,yes,no,cellular,aug,1,474,failure,1
3352,57,blue-collar,739,yes,no,cellular,may,2,364,failure,0
805,32,technician,62,yes,yes,unknown,may,1,-1,other,0
4468,27,technician,15161,no,no,cellular,jun,1,120,success,1
1520,44,unemployed,0,yes,no,cellular,feb,1,272,failure,1
1621,33,services,339,yes,no,unknown,may,4,-1,other,0
2780,39,technician,18508,no,no,cellular,nov,4,-1,other,1
2183,52,blue-collar,1524,no,no,cellular,jul,6,-1,other,1
4668,55,management,16786,no,no,cellular,nov,1,-1,other,0
4869,37,management,230,yes,yes,cellular,feb,2,272,failure,0
2445,60,unemployed,0,yes,no,unknown,may,4,-1,other,0
4241,45,blue-collar,0,yes,no,cellular,apr,1,192,failure,1
7099,37,management,8828,no,no,unknown,jun,3,-1,other,1
205,30,admin,60,no,no,cellular,jan,2,-1,other,0
7144,58,management,2261,yes,no,cellular,jun,1,391,failure,0
6538,67,unemployed,2048,no,no,cellular,sep,5,195,other,1
353,33,blue-collar,697,no,no,cellular,feb,2,-1,other,1
7749,33,technician,-479,no,no,cellular,aug,1,-1,other,0
7136,35,blue-collar,0,yes,no,unknown,may,1,-1,other,1
6518,37,admin,1000,yes,no,cellular,mar,1,-1,other,1
7647,54,blue-collar,215,yes,no,unknown,jun,5,-1,other,0
7100,49,management,20,yes,no,cellular,feb,1,-1,other,0
4480,28,self-employed,-522,yes,yes,cellular,may,2,-1,other,1
1013,44,management,-600,yes,no,cellular,aug,1,-1,other,0
3602,18,unemployed,108,no,no,cellular,aug,1,-1,other,1
6863,38,entrepreneur,898,yes,no,unknown,may,2,-1,other,0
4829,42,technician,1812,yes,no,cellular,jul,2,-1,other,0
3992,59,unemployed,-47,yes,no,cellular,aug,4,-1,other,0
7588,67,services,5275,no,no,cellular,aug,4,-1,other,1
4233,30,services,268,no,no,unknown,jul,1,-1,other,0
1506,54,unemployed,522,no,yes,cellular,jul,3,-1,other,0
5910,40,admin,1535,yes,no,unknown,may,1,-1,other,1
1583,57,management,0,no,no,unknown,may,1,-1,other,0
2653,48,technician,83,no,yes,cellular,aug,6,-1,other,0
377,34,management,6013,yes,no,cellular,may,1,-1,other,1
46,32,technician,367,yes,no,cellular,may,2,276,failure,0
434,33,technician,930,yes,no,cellular,may,5,359,failure,0
1633,45,blue-collar,844,no,no,unknown,jun,3,-1,other,1
5018,72,unemployed,1612,no,no,cellular,aug,2,-1,other,1
4075,83,unemployed,4565,no,no,cellular,sep,2,-1,other,0
2037,45,blue-collar,61,yes,yes,unknown,may,1,-1,other,0
180,25,admin,483,no,yes,cellular,feb,1,-1,other,1
4088,27,blue-collar,644,no,no,cellular,jun,1,182,success,1
2678,35,management,451,yes,no,cellular,apr,6,-1,other,0
7489,31,management,-365,yes,no,unknown,may,6,-1,other,0
3428,30,management,4889,no,no,cellular,aug,2,-1,other,1
4640,37,entrepreneur,175,yes,yes,unknown,may,6,-1,other,1
326,28,self-employed,4579,no,no,cellular,jan,2,-1,other,1
24,38,entrepreneur,1438,no,no,cellular,nov,5,-1,other,0
6919,30,self-employed,2666,no,no,cellular,feb,1,-1,other,1
2146,31,blue-collar,136,no,no,cellular,may,2,267,failure,1
4096,26,unemployed,461,no,no,cellular,jan,1,-1,other,0
3853,32,technician,1307,yes,no,unknown,may,2,-1,other,0
366,65,unemployed,2416,no,no,cellular,feb,2,-1,other,1
3243,33,technician,264,no,no,cellular,aug,4,-1,other,0
7101,58,unemployed,19,no,yes,cellular,jul,3,-1,other,0
6909,57,entrepreneur,975,yes,yes,cellular,jul,4,-1,other,0
6314,55,unemployed,1157,no,no,cellular,jul,1,412,failure,0
3299,31,management,3384,no,no,cellular,mar,3,187,success,1
6826,26,technician,915,no,no,cellular,jun,1,-1,other,1
6033,47,blue-collar,2548,yes,no,cellular,may,1,368,other,0
2559,39,blue-collar,2715,yes,no,unknown,jun,3,-1,other,0
7582,30,management,2544,no,no,cellular,apr,2,-1,other,1
1921,34,management,0,no,no,cellular,feb,3,9,other,1
7388,46,management,716,yes,yes,cellular,may,1,172,failure,0
6215,40,blue-collar,57,yes,no,cellular,jul,9,-1,other,1
390,50,technician,156,no,yes,cellular,jul,3,-1,other,1
6937,36,unemployed,-35,no,no,cellular,jan,3,-1,other,0
2411,32,technician,765,yes,yes,cellular,apr,2,-1,other,1
875,46,blue-collar,-396,no,yes,cellular,aug,1,-1,other,0
3244,51,services,9,no,no,unknown,jun,2,-1,other,1
4419,31,management,676,no,no,cellular,aug,1,-1,other,1
888,47,management,682,no,no,cellular,aug,6,-1,other,1
3324,36,management,0,no,no,cellular,aug,1,-1,other,1
1177,25,services,2022,no,no,cellular,jul,8,97,other,1
3572,32,services,-1139,yes,no,cellular,jul,1,-1,other,0
2008,41,blue-collar,449,yes,no,cellular,apr,6,-1,other,0
3612,44,management,294,no,no,cellular,apr,3,-1,other,1
5436,52,blue-collar,408,no,no,cellular,jan,2,-1,other,0
178,56,entrepreneur,51439,no,yes,cellular,jul,1,-1,other,0
6435,60,unemployed,1099,no,no,cellular,jul,2,-1,other,1
6065,37,technician,122,no,no,cellular,jun,2,318,other,1
7669,44,management,4087,yes,no,unknown,may,5,-1,other,0
2972,27,admin,451,yes,no,cellular,jul,1,-1,other,1
4735,37,services,7433,no,yes,cellular,feb,3,-1,other,1
6539,34,technician,149,no,no,cellular,aug,2,-1,other,1
872,39,unemployed,2103,no,no,cellular,feb,1,-1,other,1
4296,49,management,234,no,no,cellular,aug,6,-1,other,0
220,49,management,276,no,no,cellular,aug,5,-1,other,0
165,46,management,699,no,no,cellular,apr,1,87,failure,1
6732,60,blue-collar,7929,no,no,unknown,apr,1,-1,other,1
1336,29,admin,488,yes,no,cellular,jun,1,-1,other,0
4277,31,blue-collar,-277,yes,no,telephone,jul,2,-1,other,1
5510,33,admin,193,no,no,unknown,may,2,-1,other,0
2420,45,services,317,yes,no,cellular,apr,2,-1,other,0
4381,39,technician,116,no,no,cellular,may,2,-1,other,1
79,34,blue-collar,157,yes,no,cellular,jul,2,-1,other,0
4259,40,self-employed,311,yes,no,unknown,may,2,-1,other,0
5822,30,self-employed,655,no,no,cellular,sep,4,184,success,1
7723,34,technician,370,no,no,cellular,aug,2,-1,other,0
6308,33,management,0,no,no,cellular,aug,4,-1,other,0
5127,34,management,500,yes,no,unknown,may,1,-1,other,0
1283,43,self-employed,14144,yes,no,cellular,nov,1,-1,other,1
3537,29,blue-collar,-20,yes,no,unknown,may,2,-1,other,1
7706,30,management,5561,yes,no,cellular,nov,1,-1,other,1
4497,31,services,1626,no,no,unknown,jul,1,-1,other,0
6222,32,technician,3271,no,no,cellular,feb,1,374,other,1
2404,44,technician,2776,yes,no,cellular,jan,1,-1,other,1
7396,33,management,8514,no,no,cellular,aug,1,-1,other,0
1638,49,technician,2400,no,no,cellular,oct,3,-1,other,0
7002,43,management,2367,no,no,cellular,sep,1,113,success,1
6921,26,blue-collar,245,yes,no,unknown,may,2,-1,other,0
6001,51,self-employed,2094,no,no,cellular,jun,6,-1,other,1
1006,75,unemployed,37127,no,no,cellular,feb,1,-1,other,0
5868,37,management,5,no,no,cellular,aug,2,-1,other,0
7752,35,unemployed,434,no,no,unknown,may,1,-1,other,0
6556,33,services,170,no,no,cellular,jul,1,-1,other,1
3408,50,management,297,yes,no,unknown,may,1,-1,other,0
285,55,blue-collar,0,no,no,unknown,jun,2,-1,other,1
3202,35,admin,182,yes,no,unknown,jun,1,-1,other,0
54,45,unemployed,8725,no,no,cellular,jul,2,-1,other,0
6489,47,management,60,no,no,unknown,jun,7,-1,other,0
3629,29,technician,-722,no,yes,unknown,jun,4,-1,other,0
3699,66,management,587,no,no,cellular,may,2,392,success,1
5640,31,technician,14533,no,no,cellular,jun,2,-1,other,1
4794,75,unemployed,291,no,no,cellular,aug,1,182,success,1
3583,33,admin,61,no,no,cellular,jul,4,-1,other,0
4335,60,unemployed,-639,yes,no,cellular,may,1,-1,other,1
2470,31,unemployed,64,no,no,cellular,jun,2,-1,other,1
1210,46,blue-collar,1291,yes,no,cellular,may,3,259,failure,0
2627,51,entrepreneur,-799,no,yes,cellular,jul,3,-1,other,1
4809,41,blue-collar,5291,yes,no,unknown,may,3,-1,other,1
1469,35,technician,670,no,no,cellular,apr,4,182,success,1
6173,49,entrepreneur,5802,no,no,cellular,aug,3,104,success,0
4914,29,blue-collar,-312,yes,yes,cellular,may,2,-1,other,0
1809,30,blue-collar,522,no,no,cellular,feb,3,-1,other,0
1310,67,unemployed,2391,no,no,cellular,jun,6,186,other,1
1133,30,services,1808,yes,no,cellular,may,2,-1,other,0
2802,53,admin,53,yes,no,cellular,may,1,-1,other,1
5500,54,management,122,yes,no,cellular,jul,3,-1,other,0
3001,55,management,1504,yes,no,cellular,aug,3,101,success,1
2214,73,unemployed,542,no,no,cellular,oct,1,180,failure,1
599,40,management,402,yes,no,unknown,may,3,-1,other,0
3417,32,management,7290,yes,no,cellular,may,1,-1,other,1
4979,38,admin,100,yes,no,unknown,may,1,-1,other,1
4341,57,blue-collar,2058,yes,no,telephone,may,2,-1,other,0
1309,36,technician,2473,no,no,cellular,aug,4,-1,other,1
926,35,technician,4645,yes,no,cellular,jan,3,270,other,0
5065,46,admin,469,yes,no,cellular,feb,1,264,other,0
1849,34,technician,652,yes,yes,cellular,jul,4,-1,other,0
7196,44,entrepreneur,887,yes,no,cellular,apr,1,14,failure,0
4408,58,management,37,no,no,cellular,aug,11,-1,other,0
1944,31,entrepreneur,301,yes,no,cellular,feb,1,-1,other,0
1818,28,management,187,no,no,cellular,sep,1,93,success,1
7727,31,management,453,yes,no,unknown,may,2,-1,other,0
2521,47,admin,3696,no,no,cellular,jan,4,-1,other,1
7636,40,blue-collar,1451,no,no,cellular,sep,1,121,success,1
4574,61,unemployed,86,no,no,cellular,oct,1,-1,other,1
1531,38,technician,-397,yes,yes,cellular,jul,9,-1,other,0
1532,51,technician,825,no,no,cellular,nov,3,-1,other,1
3489,41,blue-collar,0,yes,yes,unknown,may,1,-1,other,0
5548,30,technician,655,no,no,cellular,oct,2,-1,other,1
7121,43,services,2145,no,no,cellular,may,1,183,failure,1
3005,33,management,3401,no,no,cellular,nov,1,-1,other,1
6151,30,services,637,yes,no,cellular,may,5,-1,other,0
5021,33,entrepreneur,37,no,yes,cellular,jul,1,-1,other,1
469,42,management,0,no,no,cellular,aug,3,-1,other,0
6540,40,blue-collar,1181,yes,no,cellular,feb,2,189,success,1
5697,46,admin,70,yes,no,cellular,mar,2,-1,other,1
7457,30,technician,394,no,no,cellular,aug,13,-1,other,0
3599,33,services,1117,no,no,cellular,jun,1,-1,other,1
5227,31,management,-6,no,yes,cellular,aug,6,-1,other,0
607,57,management,10583,no,no,cellular,jun,3,-1,other,1
1987,31,management,1032,no,no,cellular,jul,1,-1,other,1
7646,32,technician,484,yes,no,cellular,feb,6,187,success,1
588,43,entrepreneur,0,no,no,unknown,jun,7,-1,other,1
6430,43,management,2987,no,no,cellular,jun,1,85,failure,1
6804,42,technician,1533,no,yes,cellular,aug,1,-1,other,0
5274,51,entrepreneur,606,yes,no,unknown,may,9,-1,other,1
6377,40,unemployed,7968,no,no,cellular,jun,1,-1,other,1
5983,77,unemployed,397,no,no,telephone,may,3,-1,other,1
2424,48,management,268,yes,no,cellular,jul,7,-1,other,1
5781,29,services,57,yes,no,telephone,jul,9,-1,other,0
1036,53,technician,431,yes,no,cellular,may,1,328,failure,0
3718,41,entrepreneur,306,yes,no,unknown,jun,3,-1,other,0
435,32,technician,660,no,no,cellular,oct,2,490,failure,1
7218,40,services,1937,yes,no,unknown,jun,1,-1,other,0
6537,32,services,-198,yes,no,unknown,may,3,-1,other,1
5546,30,blue-collar,5956,yes,yes,cellular,nov,1,139,failure,0
2581,32,management,0,no,no,unknown,may,1,-1,other,0
4555,31,management,0,no,no,cellular,aug,5,-1,other,0
5831,74,unemployed,1413,no,no,cellular,feb,2,-1,other,1
2888,32,blue-collar,180,yes,no,cellular,may,1,-1,other,0
1282,32,admin,752,yes,no,cellular,may,2,166,failure,1
16,39,blue-collar,169,yes,no,unknown,may,1,-1,other,0
4711,45,technician,377,yes,no,unknown,jun,3,-1,other,1
6263,35,management,2486,yes,no,cellular,may,1,-1,other,0
6794,33,entrepreneur,135,yes,no,cellular,apr,1,345,failure,0
4256,28,management,1720,no,no,cellular,sep,1,91,success,1
5293,33,technician,390,no,no,cellular,aug,2,-1,other,0
7565,60,blue-collar,414,no,no,cellular,feb,1,-1,other,0
3822,33,services,255,yes,yes,cellular,nov,2,184,failure,0
2343,31,management,825,yes,no,unknown,may,2,-1,other,1
3070,48,technician,-92,yes,no,cellular,feb,1,-1,other,1
3752,54,management,8295,no,no,cellular,oct,2,119,success,1
5324,34,management,158,no,no,cellular,sep,2,132,failure,1
6698,60,unemployed,523,no,no,cellular,aug,3,-1,other,1
4418,25,admin,1141,yes,no,cellular,may,1,347,failure,0
252,39,admin,19,yes,no,cellular,jul,2,147,success,1
1190,22,unemployed,466,no,no,cellular,jun,1,-1,other,1
2564,42,management,27696,no,no,cellular,aug,1,91,success,1
4653,55,management,73,yes,no,unknown,may,2,-1,other,0
3173,53,unemployed,0,no,yes,unknown,jun,1,-1,other,0
4993,49,services,653,no,no,cellular,aug,2,-1,other,0
5856,36,self-employed,3560,no,no,unknown,jun,2,-1,other,0
2398,40,technician,1716,yes,no,cellular,aug,8,-1,other,0
2439,39,management,562,no,no,cellular,sep,2,-1,other,0
7044,34,admin,3185,yes,no,unknown,may,1,-1,other,0
670,30,self-employed,2666,no,no,cellular,may,3,89,success,1
896,46,blue-collar,2499,yes,no,unknown,may,3,-1,other,0
1352,40,technician,568,yes,no,unknown,oct,1,-1,other,1
2324,35,management,839,yes,no,unknown,may,3,-1,other,0
4523,30,admin,285,no,no,cellular,feb,2,-1,other,0
4634,23,unemployed,82,no,no,cellular,may,4,-1,other,0
7413,36,management,3770,yes,no,cellular,jul,4,-1,other,0
2253,49,blue-collar,0,no,yes,cellular,jul,1,-1,other,1
4354,31,technician,450,no,yes,cellular,nov,2,129,failure,0
2671,53,services,2925,yes,no,unknown,may,4,-1,other,0
189,31,management,924,no,no,cellular,jun,2,98,success,1
5458,34,management,681,no,no,cellular,aug,2,-1,other,1
6808,59,management,4412,no,no,cellular,nov,2,-1,other,1
276,32,technician,1995,yes,no,cellular,apr,1,-1,other,1
2839,33,technician,177,yes,no,unknown,may,1,-1,other,0
3944,31,entrepreneur,1216,no,no,cellular,aug,4,-1,other,0
7216,45,admin,0,yes,no,cellular,nov,1,-1,other,0
791,77,unemployed,0,no,no,cellular,sep,1,-1,other,1
5996,39,management,378,yes,yes,unknown,may,2,-1,other,0
6856,37,management,0,yes,no,cellular,apr,5,153,failure,1
6520,27,admin,2855,no,no,cellular,jan,1,301,failure,1
4945,27,admin,689,no,no,cellular,jan,1,307,failure,0
2786,25,blue-collar,543,yes,no,cellular,may,1,-1,other,0
2583,41,admin,1395,yes,yes,cellular,may,1,308,failure,0
6562,36,management,811,no,no,cellular,mar,1,-1,other,1
5532,32,technician,388,no,no,cellular,apr,3,-1,other,1
3904,35,blue-collar,911,yes,no,cellular,nov,2,181,other,0
2207,49,entrepreneur,4976,yes,no,cellular,nov,1,-1,other,0
