,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,Anomaly,Anomaly_Score,deposit
4571,59,housemaid,-187,yes,no,telephone,jul,7,-1,unknown,married,primary,no,21,118,0,0,-0.007608225,0
5068,35,technician,840,yes,no,cellular,jul,4,-1,unknown,married,secondary,no,29,281,0,0,-0.1021823,0
2324,35,management,839,yes,no,unknown,may,3,-1,unknown,married,secondary,no,23,50,0,0,-0.09779766,0
802,40,self-employed,0,no,no,unknown,jun,1,-1,unknown,married,secondary,no,19,61,0,0,-0.07404854,0
2478,37,entrepreneur,4798,yes,no,unknown,may,2,-1,unknown,married,tertiary,no,20,156,0,0,-0.03808611,0
7735,40,admin,764,yes,no,unknown,nov,1,-1,unknown,married,tertiary,no,17,85,0,0,-0.04541891,1
2823,37,blue-collar,1322,yes,no,cellular,nov,8,185,other,married,primary,no,21,14,1,0,-0.0022315644,0
3664,35,technician,183,no,no,cellular,sep,2,130,failure,single,secondary,no,1,516,2,0,-0.025495023,0
913,42,technician,1013,no,yes,cellular,aug,8,-1,unknown,married,secondary,no,28,117,0,0,-0.061722964,0
1350,39,blue-collar,138,no,no,unknown,jun,2,-1,unknown,married,secondary,no,9,61,0,0,-0.088249624,0
6838,31,services,1783,yes,yes,cellular,may,1,-1,unknown,married,secondary,no,6,219,0,0,-0.067604914,0
4757,60,unemployed,0,no,no,cellular,jul,1,412,other,married,primary,no,22,1193,1,1,0.01157917,1
5807,26,blue-collar,249,yes,no,cellular,jan,3,262,failure,single,secondary,no,29,235,5,0,-0.031257205,0
3840,44,housemaid,1059,no,no,unknown,jun,1,-1,unknown,single,primary,no,18,2093,0,0,-0.019794913,1
1760,48,management,159,no,no,telephone,jul,1,251,success,single,tertiary,no,7,229,6,0,-0.016673127,1
2263,53,management,380,no,yes,cellular,jun,2,-1,unknown,divorced,tertiary,no,5,438,0,0,-0.023424722,1
914,30,management,8535,no,no,cellular,jun,2,-1,unknown,single,tertiary,no,18,393,0,0,-0.08964732,1
866,30,management,1390,no,no,cellular,aug,4,-1,unknown,married,tertiary,no,20,552,0,0,-0.108807415,0
215,41,management,0,no,no,cellular,sep,4,63,other,married,tertiary,no,17,294,11,0,-0.016777009,1
1402,40,technician,47,yes,no,cellular,may,1,365,failure,single,tertiary,no,5,159,1,0,-0.045121513,0
87,33,blue-collar,19,yes,no,cellular,feb,1,271,other,married,secondary,no,4,56,1,0,-0.025324047,0
5376,50,management,3537,no,no,unknown,oct,1,-1,unknown,single,tertiary,no,24,305,0,0,-0.047218576,1
3869,38,services,2669,yes,no,cellular,apr,2,-1,unknown,married,secondary,no,20,208,0,0,-0.088149436,0
6158,58,blue-collar,381,no,no,cellular,nov,4,-1,unknown,married,secondary,no,11,79,0,0,-0.09510661,0
6380,30,self-employed,1031,no,no,unknown,oct,1,-1,unknown,single,secondary,no,20,7,0,0,-0.038206607,0
6188,35,management,1162,no,no,cellular,apr,1,-1,unknown,single,tertiary,no,30,175,0,0,-0.07584047,1
1897,30,management,14,no,no,cellular,jul,2,-1,unknown,married,tertiary,no,24,90,0,0,-0.10160279,0
6277,29,admin,265,yes,no,cellular,nov,1,184,failure,single,secondary,no,25,414,1,0,-0.05264521,1
6646,39,blue-collar,171,yes,yes,cellular,may,1,353,failure,married,secondary,no,8,153,1,0,-0.036615897,0
2481,33,management,588,yes,no,cellular,may,5,-1,unknown,married,secondary,no,18,11,0,0,-0.106549084,0
122,30,blue-collar,1131,yes,yes,cellular,nov,1,144,failure,married,secondary,no,18,189,5,0,-0.026316993,0
1738,35,technician,128,no,yes,cellular,jan,1,205,other,married,secondary,no,29,456,2,1,0.0058202012,0
2299,42,unemployed,-581,yes,no,cellular,may,1,370,failure,married,primary,yes,13,224,2,0,-0.0042495523,0
1137,47,admin,829,yes,yes,cellular,nov,1,188,failure,married,secondary,no,18,48,1,0,-0.029851355,0
2533,50,admin,3608,yes,no,cellular,may,8,182,success,married,secondary,no,14,196,4,0,-0.058143195,1
2305,50,unemployed,3357,no,no,cellular,jun,4,-1,unknown,married,secondary,no,9,239,0,0,-0.08079032,1
7407,39,management,1738,yes,no,cellular,may,1,358,other,married,tertiary,no,14,633,1,0,-0.049156383,1
3936,72,retired,5715,no,no,cellular,nov,5,184,success,married,secondary,no,17,1127,3,0,-0.020146668,1
4882,49,unemployed,377,no,no,cellular,may,1,59,failure,married,tertiary,no,22,158,2,0,-0.058176417,0
2180,56,admin,1854,yes,no,telephone,may,1,342,failure,single,secondary,no,7,45,2,0,-0.0040721637,0
3026,30,self-employed,2666,no,no,cellular,aug,2,93,success,married,tertiary,no,5,475,4,0,-0.048828922,1
5298,31,management,4331,yes,no,cellular,jul,1,-1,unknown,single,tertiary,no,22,318,0,0,-0.08506984,0
2,51,admin,3025,no,no,cellular,may,1,352,other,married,secondary,no,7,476,1,0,-0.034208953,1
6147,34,blue-collar,1207,yes,no,unknown,may,1,-1,unknown,married,secondary,no,21,905,0,0,-0.08741435,1
6550,56,management,870,no,no,cellular,may,1,179,success,married,primary,no,14,220,1,0,-0.04673708,1
1668,30,services,0,yes,no,cellular,nov,4,-1,unknown,married,secondary,no,21,681,0,0,-0.079074286,1
1782,53,entrepreneur,62,yes,no,unknown,may,5,-1,unknown,single,secondary,no,30,1044,0,0,-0.02934503,1
211,37,management,393,yes,no,cellular,aug,2,104,success,married,tertiary,no,12,62,2,0,-0.071310155,0
6906,44,management,2383,no,no,cellular,jul,2,-1,unknown,married,tertiary,no,1,571,0,0,-0.101063,1
2430,37,blue-collar,157,yes,no,unknown,may,8,-1,unknown,married,primary,no,30,833,0,0,-0.060990576,0
1532,51,technician,825,no,no,cellular,nov,3,-1,unknown,married,tertiary,no,17,977,0,0,-0.0804795,1
7346,49,blue-collar,399,no,no,cellular,jan,1,-1,unknown,married,primary,no,29,679,0,0,-0.07652024,0
7472,34,blue-collar,-131,yes,no,cellular,may,1,356,failure,divorced,secondary,no,7,132,1,0,-0.01730325,0
1069,29,management,1441,yes,no,cellular,feb,2,-1,unknown,married,tertiary,no,4,80,0,0,-0.08651051,1
7463,58,housemaid,435,yes,no,telephone,jul,6,-1,unknown,married,primary,no,28,122,0,0,-0.010352935,0
4224,55,services,2944,no,no,cellular,aug,6,-1,unknown,married,unknown,no,27,672,0,0,-0.07199292,1
4181,77,retired,699,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,13,425,0,0,-0.086022094,1
3081,38,admin,0,yes,no,cellular,sep,1,92,success,married,secondary,no,8,210,3,0,-0.037891675,1
5355,32,technician,3818,no,no,cellular,aug,4,-1,unknown,single,tertiary,no,18,100,0,0,-0.09363394,0
2443,37,services,50,no,no,cellular,nov,1,154,other,single,secondary,no,19,244,8,0,-0.01783485,0
7001,42,unknown,942,no,no,cellular,jan,1,92,success,single,unknown,no,27,245,2,0,-0.015145996,1
4514,43,technician,994,yes,yes,cellular,may,1,-1,unknown,married,secondary,no,5,51,0,0,-0.082296014,0
5944,35,management,687,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,30,166,0,0,-0.0776318,0
61,46,technician,874,no,no,cellular,nov,3,-1,unknown,single,secondary,no,19,819,0,0,-0.082502075,1
5296,51,management,346,no,no,cellular,feb,1,92,success,married,tertiary,no,12,122,5,0,-0.068686604,1
5665,40,admin,341,no,no,cellular,jul,5,-1,unknown,married,secondary,no,31,1142,0,0,-0.08653828,1
4797,28,management,730,yes,no,cellular,mar,1,-1,unknown,single,tertiary,no,3,631,0,0,-0.070079155,1
3167,41,management,223,yes,no,unknown,may,1,-1,unknown,married,tertiary,no,16,124,0,0,-0.093494244,0
7400,43,technician,2643,no,no,cellular,aug,3,100,success,married,tertiary,no,12,188,5,0,-0.047896646,1
5945,45,management,2220,yes,no,cellular,jul,2,-1,unknown,married,tertiary,no,11,128,0,0,-0.10172334,0
2688,28,admin,330,no,no,cellular,dec,1,188,other,married,secondary,no,2,357,3,0,-0.023375452,1
1987,31,management,1032,no,no,cellular,jul,1,-1,unknown,married,tertiary,no,7,284,0,0,-0.1030446,1
5078,29,management,10576,no,no,unknown,may,2,-1,unknown,married,tertiary,no,15,1224,0,0,-0.05324759,1
1031,28,management,1086,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,29,128,0,0,-0.07723568,0
4732,28,technician,11862,no,no,cellular,oct,2,238,other,single,tertiary,no,21,549,13,1,0.024239073,1
1439,53,housemaid,2581,no,no,cellular,oct,1,189,failure,married,primary,no,21,828,1,0,-0.01768066,1
4232,34,technician,1539,yes,no,cellular,jun,1,56,other,married,tertiary,no,15,441,1,0,-0.032577276,1
2818,43,technician,4056,no,no,cellular,may,6,89,failure,married,secondary,no,4,13,2,0,-0.04612241,0
3381,30,admin,1794,no,no,cellular,nov,1,-1,unknown,married,secondary,no,20,1035,0,0,-0.09022638,1
3243,33,technician,264,no,no,cellular,aug,4,-1,unknown,married,secondary,no,28,180,0,0,-0.10554372,0
1625,48,blue-collar,1230,yes,no,cellular,nov,1,196,success,married,secondary,no,12,169,2,0,-0.06279205,1
3248,28,technician,227,no,no,cellular,apr,1,-1,unknown,single,secondary,no,30,278,0,0,-0.077790484,1
1385,27,blue-collar,-208,yes,no,unknown,may,2,-1,unknown,single,secondary,no,21,127,0,0,-0.09176412,0
5092,31,blue-collar,1660,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,20,342,0,0,-0.0924822,0
5710,57,retired,9367,no,no,cellular,feb,1,90,success,married,primary,no,11,981,6,0,-0.017220968,1
2338,57,blue-collar,807,yes,no,unknown,may,2,-1,unknown,married,unknown,no,6,211,0,0,-0.06999729,0
3068,51,blue-collar,814,yes,no,cellular,may,8,-1,unknown,married,secondary,no,14,17,0,0,-0.10202376,0
7531,59,retired,1115,no,no,unknown,jun,1,-1,unknown,married,primary,no,19,834,0,0,-0.06413788,1
3073,44,blue-collar,25,yes,no,cellular,may,3,-1,unknown,single,secondary,no,12,244,0,0,-0.103087,0
56,32,self-employed,514,yes,no,cellular,jul,1,-1,unknown,married,secondary,no,11,812,0,0,-0.09189486,1
1406,46,housemaid,3512,no,no,cellular,oct,1,197,failure,married,primary,no,30,175,1,0,-0.008488516,1
898,66,retired,2048,no,no,cellular,aug,1,-1,unknown,married,secondary,no,27,212,0,0,-0.085653216,1
7325,40,services,446,yes,no,unknown,may,1,-1,unknown,married,secondary,no,16,1252,0,0,-0.069632925,1
1605,26,student,5169,yes,no,cellular,may,1,35,failure,single,tertiary,no,25,397,2,0,-0.036028855,1
6558,36,blue-collar,1797,yes,yes,cellular,nov,1,181,failure,married,secondary,no,17,166,2,0,-0.029455986,0
2523,35,unemployed,154,no,no,cellular,jul,4,181,failure,single,tertiary,no,29,200,2,0,-0.039637,1
5439,37,management,6014,yes,no,cellular,jul,6,-1,unknown,married,tertiary,no,15,163,0,0,-0.086934306,0
1175,39,technician,1587,yes,no,cellular,jun,3,-1,unknown,married,secondary,no,2,171,0,0,-0.092928015,1
2628,36,blue-collar,3463,yes,no,telephone,nov,4,-1,unknown,married,secondary,no,21,29,0,0,-0.055898,0
3617,46,services,-522,yes,no,cellular,jul,2,-1,unknown,married,secondary,no,31,61,0,0,-0.07563345,0
2023,31,unemployed,6,no,no,cellular,jun,4,-1,unknown,married,secondary,no,4,121,0,0,-0.073174246,1
2088,48,admin,-30,yes,no,cellular,may,1,-1,unknown,married,secondary,no,7,133,0,0,-0.10191975,0
3603,52,technician,204,no,no,cellular,aug,2,-1,unknown,divorced,secondary,no,7,134,0,0,-0.07033547,0
2975,59,housemaid,0,no,no,cellular,apr,1,332,other,divorced,tertiary,no,20,379,2,1,0.004930563,0
3139,35,blue-collar,51,yes,no,unknown,may,2,-1,unknown,married,primary,no,28,593,0,0,-0.08133486,0
2939,43,management,1696,yes,no,cellular,aug,1,474,failure,single,tertiary,no,26,257,3,0,-0.036343437,1
2480,39,services,26,yes,no,cellular,may,3,-1,unknown,single,secondary,no,14,166,0,0,-0.090179004,0
3400,36,housemaid,2880,no,no,unknown,jun,1,-1,unknown,married,secondary,no,12,283,0,0,-0.07455348,0
5613,26,blue-collar,396,yes,no,unknown,may,1,-1,unknown,single,secondary,no,28,302,0,0,-0.092744425,0
6274,54,unemployed,380,no,no,cellular,nov,2,-1,unknown,single,secondary,no,17,696,0,0,-0.06592435,1
6341,31,admin,0,yes,no,cellular,may,2,295,failure,single,secondary,no,7,895,2,0,-0.042078868,1
2644,54,retired,3538,no,no,cellular,may,1,-1,unknown,married,secondary,no,27,820,0,0,-0.08538017,1
4057,36,unemployed,1291,no,no,cellular,apr,1,86,success,single,tertiary,no,30,195,1,0,-0.024921583,1
6766,69,retired,482,no,no,cellular,jul,2,-1,unknown,divorced,primary,no,2,260,0,0,-0.042079806,1
6152,36,housemaid,561,no,no,unknown,jun,2,-1,unknown,single,tertiary,no,6,274,0,0,-0.057398003,0
2098,57,retired,318,no,no,cellular,aug,4,-1,unknown,married,primary,no,22,371,0,0,-0.07713391,0
5996,39,management,378,yes,yes,unknown,may,2,-1,unknown,married,tertiary,no,5,127,0,0,-0.049390625,0
2504,27,housemaid,275,yes,no,cellular,may,2,-1,unknown,married,primary,no,14,196,0,0,-0.07117595,0
6829,31,blue-collar,92,yes,no,unknown,may,1,-1,unknown,married,secondary,no,16,688,0,0,-0.09363411,1
6183,34,blue-collar,405,yes,no,unknown,may,1,-1,unknown,married,secondary,no,21,103,0,0,-0.10485536,0
4230,19,student,302,no,no,cellular,jul,1,-1,unknown,single,secondary,no,16,205,0,0,-0.06532328,1
64,57,retired,1269,no,no,cellular,aug,1,-1,unknown,married,tertiary,no,31,1120,0,0,-0.07517949,1
5200,58,management,256,no,no,cellular,dec,1,188,success,married,tertiary,no,10,422,3,0,-0.054429695,1
2551,52,blue-collar,1405,no,yes,cellular,jul,2,-1,unknown,married,secondary,no,17,753,0,0,-0.08017044,1
1596,35,blue-collar,520,yes,no,cellular,apr,1,-1,unknown,married,unknown,no,17,476,0,0,-0.07318318,1
1050,42,housemaid,314,no,no,unknown,jun,2,-1,unknown,divorced,secondary,no,9,249,0,0,-0.03693237,0
6969,64,retired,48,no,no,cellular,sep,3,92,success,married,primary,no,9,167,1,0,-0.024649633,1
5021,33,entrepreneur,37,no,yes,cellular,jul,1,-1,unknown,divorced,tertiary,no,8,1082,0,0,-0.012796469,1
959,69,retired,324,no,no,cellular,aug,1,189,success,married,primary,no,12,875,4,0,-0.03026534,0
648,44,entrepreneur,121,no,no,cellular,aug,1,-1,unknown,married,tertiary,no,10,412,0,0,-0.06975462,1
6728,32,housemaid,10,yes,no,unknown,jun,2,-1,unknown,married,tertiary,no,2,658,0,0,-0.062976606,0
5009,53,services,3107,no,no,unknown,jun,1,-1,unknown,divorced,primary,no,5,152,0,0,-0.016323272,0
5555,32,admin,184,yes,no,unknown,may,4,-1,unknown,single,secondary,no,8,230,0,0,-0.07984042,0
370,35,technician,5724,yes,no,unknown,may,10,-1,unknown,divorced,secondary,no,30,691,0,0,-0.013982308,1
6596,24,student,1925,no,no,cellular,aug,1,-1,unknown,single,secondary,no,11,1363,0,0,-0.067917526,1
6895,35,technician,0,yes,yes,cellular,nov,1,-1,unknown,married,secondary,no,17,199,0,0,-0.06650768,0
75,50,services,1716,yes,no,cellular,apr,1,-1,unknown,single,secondary,no,7,272,0,0,-0.07332141,0
3446,35,management,0,no,no,cellular,aug,2,-1,unknown,single,tertiary,no,29,131,0,0,-0.095554836,0
6163,31,technician,15,no,no,unknown,jun,1,-1,unknown,married,tertiary,no,2,389,0,0,-0.07450331,0
6754,34,technician,27,yes,no,unknown,may,3,-1,unknown,divorced,secondary,no,26,133,0,0,-0.05311725,0
47,32,services,3993,no,no,cellular,may,2,-1,unknown,single,secondary,no,22,148,0,0,-0.086169116,1
5653,31,self-employed,322,yes,no,unknown,may,1,-1,unknown,married,tertiary,no,8,159,0,0,-0.08156906,0
3511,55,blue-collar,3485,no,no,cellular,aug,4,-1,unknown,married,primary,no,18,625,0,0,-0.093884565,1
1183,56,management,0,no,no,cellular,feb,1,-1,unknown,married,primary,no,3,996,0,0,-0.06641281,1
2962,30,management,-328,yes,no,unknown,may,5,-1,unknown,married,tertiary,no,14,242,0,0,-0.08603459,0
4787,57,management,3287,no,no,cellular,mar,2,337,success,divorced,tertiary,no,30,277,1,1,0.010560064,1
1992,56,retired,-1206,yes,no,cellular,jun,2,-1,unknown,married,secondary,no,15,382,0,0,-0.086437374,1
1866,25,admin,122,yes,no,cellular,may,2,-1,unknown,single,secondary,no,7,481,0,0,-0.09542858,1
6213,41,admin,985,yes,no,cellular,jun,2,391,success,single,secondary,no,30,274,11,0,-0.0020815278,1
1476,31,self-employed,17924,yes,no,cellular,may,1,174,failure,single,tertiary,no,14,745,3,0,-0.026363734,1
6338,41,blue-collar,1236,yes,no,cellular,may,3,-1,unknown,married,secondary,no,11,911,0,0,-0.10875448,1
410,33,management,2240,no,no,cellular,jun,1,-1,unknown,divorced,tertiary,no,3,198,0,0,-0.06625952,1
3692,28,student,196,no,no,cellular,jul,3,-1,unknown,single,secondary,no,2,423,0,0,-0.058354758,1
5556,51,management,119,no,no,unknown,jun,2,-1,unknown,divorced,tertiary,no,5,112,0,0,-0.043145616,0
3558,77,retired,639,no,no,telephone,apr,7,-1,unknown,divorced,primary,no,16,127,0,1,0.0042655086,0
2783,33,services,187,yes,no,cellular,apr,3,326,failure,single,secondary,no,20,168,1,0,-0.030909806,0
6835,30,student,48,no,no,cellular,feb,1,191,success,single,secondary,no,25,217,2,0,-0.02190846,1
1674,44,housemaid,3706,no,no,unknown,jun,3,-1,unknown,married,primary,no,17,209,0,0,-0.04829055,0
281,37,admin,912,yes,no,cellular,may,3,328,other,single,primary,no,12,637,22,1,0.032382775,1
2000,25,technician,325,no,no,cellular,oct,3,-1,unknown,single,secondary,no,22,716,0,0,-0.071248196,1
638,32,admin,35,no,no,cellular,dec,3,126,success,married,secondary,no,17,324,3,0,-0.051354654,1
6308,33,management,0,no,no,cellular,aug,4,-1,unknown,single,tertiary,no,27,191,0,0,-0.09817471,0
2681,38,admin,1839,no,no,unknown,may,2,-1,unknown,married,secondary,no,23,63,0,0,-0.08250895,0
5371,36,blue-collar,638,yes,no,unknown,jun,2,-1,unknown,divorced,secondary,no,16,1395,0,0,-0.03514261,1
7642,35,blue-collar,40,yes,no,unknown,may,4,-1,unknown,single,secondary,no,9,617,0,0,-0.08769267,1
5968,44,technician,7863,no,no,cellular,aug,6,-1,unknown,married,secondary,no,26,59,0,0,-0.09727142,0
3405,56,management,616,no,no,cellular,feb,1,-1,unknown,married,tertiary,no,6,156,0,0,-0.094370246,1
6005,45,blue-collar,-311,yes,no,unknown,may,1,-1,unknown,divorced,primary,no,23,1030,0,0,-0.026451716,1
728,44,services,51,yes,yes,unknown,may,2,-1,unknown,divorced,secondary,no,27,3094,0,1,0.0058535608,1
3479,61,management,985,no,no,cellular,aug,6,-1,unknown,married,secondary,no,18,998,0,0,-0.09841042,1
653,31,unemployed,167,no,no,cellular,nov,1,-1,unknown,single,unknown,no,20,316,0,0,-0.05337523,0
970,40,admin,274,yes,yes,cellular,jul,4,-1,unknown,divorced,secondary,no,25,53,0,0,-0.04039904,0
1101,32,admin,4344,yes,no,cellular,nov,2,118,failure,single,secondary,no,17,79,3,0,-0.04524281,0
4286,37,admin,1967,no,no,telephone,oct,1,-1,unknown,married,secondary,no,27,376,0,0,-0.049114686,1
7209,33,management,336,no,no,cellular,apr,3,-1,unknown,married,secondary,no,15,179,0,0,-0.097037,1
7521,42,blue-collar,790,yes,no,unknown,may,2,-1,unknown,married,secondary,no,29,356,0,0,-0.10279206,0
1354,24,self-employed,931,yes,no,unknown,may,4,-1,unknown,single,tertiary,no,28,200,0,0,-0.06753021,0
6682,34,blue-collar,3527,yes,no,cellular,nov,1,-1,unknown,married,primary,no,21,1022,0,0,-0.06510567,1
3594,35,blue-collar,300,yes,no,unknown,may,2,-1,unknown,divorced,primary,no,13,945,0,0,-0.03629656,1
1623,47,blue-collar,125,no,no,cellular,jul,2,-1,unknown,married,secondary,no,8,210,0,0,-0.10480993,0
6904,86,retired,0,no,no,telephone,aug,1,-1,unknown,divorced,primary,no,26,189,0,0,-0.002102735,1
6318,60,blue-collar,1310,no,no,unknown,may,2,-1,unknown,divorced,secondary,no,7,152,0,0,-0.057473537,0
4838,27,technician,0,no,yes,cellular,jul,1,-1,unknown,single,secondary,yes,8,732,0,0,-0.019971628,1
6092,32,admin,-46,no,yes,cellular,jul,4,-1,unknown,divorced,secondary,no,18,1373,0,0,-0.024311699,1
2801,44,blue-collar,36,yes,no,unknown,may,1,-1,unknown,single,secondary,no,8,712,0,0,-0.09155046,0
5730,33,services,406,yes,no,cellular,feb,1,275,failure,single,secondary,no,5,61,1,0,-0.035526074,0
1020,58,blue-collar,3027,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,24,160,0,0,-0.08646298,1
7149,50,admin,2405,yes,no,cellular,may,1,287,failure,divorced,secondary,yes,6,114,8,1,0.01528344,0
1620,42,blue-collar,3,yes,no,unknown,may,1,-1,unknown,married,secondary,no,14,34,0,0,-0.10258581,0
1594,34,blue-collar,79,no,no,telephone,jul,4,-1,unknown,single,primary,no,10,336,0,0,-0.033895336,1
5209,28,blue-collar,431,yes,no,cellular,may,2,363,failure,single,primary,no,13,68,2,0,-0.017362546,0
5853,44,blue-collar,-101,yes,no,cellular,may,1,366,failure,married,primary,no,15,679,4,0,-0.03223226,1
4992,33,management,191,no,yes,cellular,feb,4,209,failure,single,tertiary,no,3,678,1,1,0.005701804,0
6335,59,retired,0,no,no,unknown,jun,1,-1,unknown,married,secondary,no,5,812,0,0,-0.0687218,1
4940,35,unemployed,1054,yes,yes,cellular,nov,1,-1,unknown,married,secondary,yes,21,106,0,0,-0.038709015,0
3474,30,technician,411,yes,no,cellular,apr,1,-1,unknown,single,secondary,no,16,948,0,0,-0.07670774,0
3504,41,entrepreneur,353,no,no,cellular,nov,2,-1,unknown,married,secondary,no,19,90,0,0,-0.0650343,0
5514,54,technician,4582,yes,no,unknown,may,1,-1,unknown,married,tertiary,no,15,165,0,0,-0.07916739,0
3639,43,technician,591,yes,no,cellular,aug,2,-1,unknown,married,tertiary,no,8,889,0,0,-0.08988257,0
1640,32,services,2881,no,no,cellular,jul,1,-1,unknown,single,secondary,no,2,356,0,0,-0.07641402,1
4099,32,technician,696,yes,no,unknown,jun,1,-1,unknown,married,secondary,no,2,815,0,0,-0.07889636,1
742,37,entrepreneur,66,no,no,cellular,nov,2,-1,unknown,divorced,tertiary,no,18,1164,0,0,-0.023676183,1
4551,60,self-employed,362,no,yes,cellular,jul,6,-1,unknown,married,primary,no,29,816,0,0,-0.035444036,1
5895,38,management,76,no,no,cellular,mar,1,-1,unknown,married,unknown,no,16,261,0,0,-0.0684962,1
7235,36,services,0,yes,yes,cellular,jul,4,-1,unknown,married,secondary,no,15,201,0,0,-0.069056176,0
813,42,management,72,yes,no,cellular,apr,2,348,failure,married,tertiary,no,20,124,3,0,-0.04830148,0
4900,40,retired,794,no,no,unknown,may,1,-1,unknown,married,tertiary,no,9,138,0,0,-0.07338649,0
6496,37,admin,192,yes,no,unknown,may,2,-1,unknown,single,secondary,no,23,105,0,0,-0.0800838,0
6195,30,admin,313,yes,no,cellular,feb,2,-1,unknown,single,secondary,no,4,1121,0,0,-0.07381617,1
6652,24,student,834,no,no,cellular,sep,1,-1,unknown,single,tertiary,no,9,679,0,0,-0.03330668,1
1116,55,admin,1872,no,no,cellular,aug,2,93,failure,divorced,secondary,no,28,155,8,0,-0.014106621,1
1502,48,blue-collar,418,yes,no,unknown,may,3,-1,unknown,married,primary,no,9,102,0,0,-0.09559898,0
4198,46,blue-collar,640,yes,no,cellular,mar,1,182,success,married,secondary,no,12,215,4,0,-0.054067764,1
2502,33,technician,218,yes,yes,telephone,mar,4,-1,unknown,married,secondary,no,2,169,0,0,-0.033303566,0
581,35,unemployed,415,no,no,cellular,aug,1,92,success,single,tertiary,no,4,462,4,0,-0.04299675,1
6706,59,management,81,no,no,cellular,may,1,-1,unknown,divorced,tertiary,no,26,140,0,0,-0.061212942,0
6222,32,technician,3271,no,no,cellular,feb,1,374,other,married,secondary,no,12,375,1,0,-0.025379343,1
3853,32,technician,1307,yes,no,unknown,may,2,-1,unknown,single,secondary,no,28,267,0,0,-0.08880985,0
4593,34,blue-collar,113,yes,no,cellular,may,2,-1,unknown,married,secondary,no,13,16,0,0,-0.11139221,0
2885,30,technician,526,yes,yes,unknown,jun,3,-1,unknown,married,tertiary,no,26,677,0,0,-0.019933231,1
2062,31,technician,2807,no,no,unknown,nov,1,-1,unknown,single,tertiary,no,8,154,0,0,-0.03746325,1
5861,46,management,11385,no,no,cellular,mar,3,-1,unknown,married,tertiary,no,24,269,0,0,-0.07068163,1
807,28,admin,1277,no,no,cellular,mar,1,-1,unknown,single,secondary,no,26,475,0,0,-0.072773255,1
5128,84,entrepreneur,0,no,no,telephone,sep,2,-1,unknown,married,secondary,no,30,992,0,1,0.006549957,1
2460,37,management,1594,yes,no,cellular,apr,1,260,failure,married,tertiary,no,17,110,5,0,-0.05237394,0
4372,51,technician,196,yes,yes,cellular,feb,1,-1,unknown,married,secondary,no,17,88,0,0,-0.055030987,1
6326,29,blue-collar,1,yes,no,unknown,may,1,-1,unknown,married,secondary,no,6,215,0,0,-0.09987281,0
1712,37,technician,127,yes,no,cellular,aug,1,193,success,married,tertiary,no,25,192,1,0,-0.042196974,1
1798,57,management,10583,no,no,cellular,sep,3,98,success,married,tertiary,no,28,341,3,0,-0.03720439,1
3524,29,management,293,yes,no,unknown,may,2,-1,unknown,single,secondary,no,28,188,0,0,-0.088729836,0
1228,26,unknown,3247,no,no,telephone,feb,3,-1,unknown,single,secondary,no,6,341,0,0,-0.019952433,0
4723,44,blue-collar,2185,yes,no,unknown,may,1,-1,unknown,married,tertiary,no,16,698,0,0,-0.09232696,0
905,21,student,123,no,no,telephone,aug,1,-1,unknown,single,secondary,no,12,449,0,0,-0.04697832,1
726,29,management,1808,no,no,cellular,jul,2,433,success,single,tertiary,no,7,273,1,0,-0.037707478,1
2723,32,technician,1097,yes,no,unknown,may,2,-1,unknown,divorced,secondary,no,12,298,0,0,-0.06604408,0
1647,36,management,2944,no,no,cellular,aug,8,-1,unknown,single,tertiary,no,18,882,0,0,-0.09171521,1
4264,55,technician,0,no,no,cellular,aug,1,-1,unknown,divorced,tertiary,no,18,237,0,0,-0.055041466,1
4660,36,admin,787,no,no,unknown,jun,1,-1,unknown,single,secondary,no,17,92,0,0,-0.07393369,0
4174,39,management,0,yes,yes,cellular,jul,1,-1,unknown,married,tertiary,no,17,301,0,0,-0.07209039,0
6108,42,technician,-106,yes,no,unknown,may,1,-1,unknown,divorced,secondary,no,29,95,0,0,-0.05053553,0
7177,77,management,1780,yes,no,cellular,oct,2,183,success,married,unknown,no,23,221,3,0,-0.021851225,1
6366,40,blue-collar,-438,no,no,cellular,may,1,-1,unknown,married,secondary,no,11,1017,0,0,-0.10270701,1
68,79,retired,2661,no,no,cellular,nov,5,-1,unknown,married,secondary,no,10,254,0,0,-0.07807034,1
374,19,student,779,no,no,cellular,apr,4,-1,unknown,single,unknown,no,1,184,0,0,-0.029854303,1
5670,61,management,267,no,no,cellular,oct,3,184,success,married,tertiary,no,21,192,1,0,-0.045044616,1
2209,24,admin,541,yes,no,unknown,jun,4,-1,unknown,married,secondary,no,5,622,0,0,-0.069653995,0
6293,26,admin,-930,yes,no,cellular,may,1,-1,unknown,single,secondary,yes,14,786,0,0,-0.055056624,1
6223,55,technician,4,no,no,cellular,jan,1,-1,unknown,divorced,secondary,yes,28,1048,0,0,-0.0023703172,1
3152,34,management,2287,yes,no,unknown,may,4,-1,unknown,married,tertiary,no,26,895,0,0,-0.06836948,1
